Month,USCICCHGB,USCILNNCB,USCOMILNB,USCOMILND,USCRDCONB,USCRDNRVB,USCRDREVB,USFCLANMP,USFCLFANA,USMGPCH1A,USMGPIHEA,USNCHCINB,USNFIBBNR,USNFIBCBQ,USNFIBCHQ,USNFIBRPR
200312,131.50000,5.70000,601320.00000,681105.00000,2077.36069,1309.10238,768.25831,61.00000,27105.00000,233.90000,872.00000,131.50000,32.00000,-5.00000,3.00000,-4.00000
200401,130.60000,-4.70000,600926.00000,678200.00000,2088.24304,1317.57054,770.67250,59.90000,27240.00000,241.80000,829.00000,130.60000,36.00000,-5.00000,2.00000,-1.00000
200402,85.20000,-13.70000,599786.00000,675320.00000,2095.34036,1322.97809,772.36227,59.20000,26296.00000,248.00000,843.00000,85.20000,36.00000,-6.00000,3.00000,0.00000
200403,172.60000,-4.70000,599391.00000,673707.00000,2109.72032,1331.62784,778.09248,59.60000,25873.00000,250.60000,828.00000,172.60000,38.00000,-4.00000,3.00000,1.00000
200404,36.00000,-71.30000,593453.00000,665881.00000,2112.71615,1337.16136,775.55479,60.30000,25918.00000,262.10000,838.00000,35.90000,37.00000,-4.00000,2.00000,0.00000
200405,97.40000,69.40000,599239.00000,670095.00000,2120.83915,1342.75050,778.08865,60.60000,25854.00000,261.00000,904.00000,97.50000,34.00000,-5.00000,3.00000,3.00000
200406,85.80000,115.00000,608820.00000,678616.00000,2127.98941,1348.25819,779.73122,61.00000,24804.00000,267.60000,969.00000,85.80000,34.00000,-6.00000,4.00000,-1.00000
200407,109.20000,58.00000,613657.00000,683101.00000,2137.09298,1351.00583,786.08714,61.20000,23821.00000,263.80000,956.00000,109.20000,37.00000,-6.00000,4.00000,8.00000
200408,76.20000,6.80000,614228.00000,683173.00000,2143.43512,1356.42346,787.01166,61.10000,22951.00000,261.60000,929.00000,76.10000,35.00000,-6.00000,4.00000,11.00000
200409,200.50000,54.40000,618763.00000,686881.00000,2160.14830,1366.51248,793.63581,61.20000,22765.00000,264.90000,916.00000,200.60000,36.00000,-3.00000,3.00000,10.00000
200410,198.80000,102.50000,627306.00000,693693.00000,2176.71934,1380.02285,796.69649,63.20000,24711.00000,264.50000,911.00000,198.90000,35.00000,-5.00000,3.00000,7.00000
200411,84.40000,-19.80000,625653.00000,689547.00000,2183.74635,1386.56138,797.18497,60.90000,23984.00000,271.90000,923.00000,84.30000,36.00000,-4.00000,3.00000,12.00000
200412,102.00000,131.60000,636624.00000,701182.00000,2192.24617,1392.69399,799.55218,60.40000,24434.00000,272.20000,937.00000,102.00000,39.00000,-7.00000,5.00000,17.00000
200501,54.40000,189.00000,652376.00000,718048.00000,2196.77763,1392.14186,804.63576,59.60000,23939.00000,275.70000,914.00000,54.40000,38.00000,-4.00000,4.00000,19.00000
200502,177.40000,32.20000,655057.00000,718895.00000,2211.55871,1407.45142,804.10729,59.30000,24290.00000,287.30000,912.00000,177.40000,39.00000,-3.00000,3.00000,22.00000
200503,103.70000,86.40000,662258.00000,724634.00000,2220.19919,1415.55922,804.63997,59.50000,24118.00000,285.50000,947.00000,103.70000,39.00000,-6.00000,3.00000,24.00000
200504,148.10000,149.30000,674703.00000,736133.00000,2232.53538,1421.97698,810.55839,59.20000,23725.00000,283.80000,1015.00000,148.00000,38.00000,-6.00000,5.00000,24.00000
200505,1.60000,67.10000,680297.00000,741565.00000,2232.67152,1423.45997,809.21155,58.90000,22989.00000,290.10000,1018.00000,1.60000,41.00000,-8.00000,5.00000,27.00000
200506,181.90000,-82.40000,673434.00000,733653.00000,2247.83343,1433.65178,814.18165,59.50000,23717.00000,308.80000,1064.00000,181.90000,39.00000,-7.00000,3.00000,21.00000
200507,112.80000,12.20000,674452.00000,731661.00000,2257.23094,1442.32248,814.90846,60.10000,25086.00000,305.10000,1061.00000,112.80000,34.00000,-5.00000,4.00000,20.00000
200508,117.70000,98.30000,682647.00000,737495.00000,2267.04488,1449.20247,817.84241,60.30000,25059.00000,301.90000,1086.00000,117.80000,36.00000,-8.00000,5.00000,23.00000
200509,55.10000,21.00000,684395.00000,732302.00000,2271.63328,1451.98153,819.65175,60.90000,23579.00000,307.10000,1070.00000,55.10000,34.00000,-6.00000,3.00000,20.00000
200510,62.50000,126.30000,694916.00000,742479.00000,2276.84314,1455.76047,821.08267,62.20000,24209.00000,306.80000,1103.00000,62.50000,34.00000,-5.00000,4.00000,20.00000
200511,81.80000,165.70000,708722.00000,758958.00000,2283.66127,1457.78319,825.87808,60.00000,24174.00000,314.40000,1110.00000,81.80000,39.00000,-8.00000,6.00000,26.00000
200512,87.20000,48.90000,712801.00000,763170.00000,2290.92813,1461.40978,829.51836,61.20000,24706.00000,311.10000,1101.00000,87.20000,35.00000,-5.00000,3.00000,21.00000
200601,987.00000,122.10000,722972.00000,770669.00000,2373.18437,1494.46750,878.71687,62.50000,24522.00000,295.70000,1079.00000,987.10000,36.00000,-6.00000,6.00000,26.00000
200602,90.80000,-29.60000,720508.00000,767706.00000,2380.75435,1496.95418,883.80017,61.90000,24766.00000,309.50000,1068.00000,90.80000,37.00000,-7.00000,5.00000,32.00000
200603,118.40000,103.30000,729112.00000,775593.00000,2390.61646,1504.44109,886.17537,61.30000,25490.00000,309.50000,1095.00000,118.30000,36.00000,-7.00000,6.00000,29.00000
200604,157.30000,110.90000,738354.00000,782171.00000,2403.73230,1511.76902,891.96328,61.50000,24986.00000,306.30000,1131.00000,157.40000,38.00000,-8.00000,4.00000,32.00000
200605,138.20000,78.80000,744919.00000,787366.00000,2415.25465,1516.48233,898.77233,62.00000,24788.00000,309.60000,1174.00000,138.30000,38.00000,-8.00000,5.00000,28.00000
200606,-145.70000,157.00000,758007.00000,799315.00000,2403.10989,1505.63748,897.47240,62.00000,26545.00000,317.90000,1187.00000,-145.70000,39.00000,-8.00000,5.00000,30.00000
200607,103.30000,-41.60000,754540.00000,792859.00000,2411.72040,1511.78747,899.93292,66.40000,28019.00000,302.40000,1207.00000,103.30000,38.00000,-7.00000,6.00000,30.00000
200608,165.00000,94.40000,762410.00000,798611.00000,2425.46605,1519.81569,905.65036,63.50000,27286.00000,306.10000,1169.00000,164.90000,44.00000,-9.00000,8.00000,34.00000
200609,130.60000,-21.90000,760584.00000,798664.00000,2436.34730,1527.63609,908.71121,66.30000,29161.00000,297.20000,1134.00000,130.60000,34.00000,-5.00000,3.00000,22.00000
200610,1.60000,-92.10000,752908.00000,792710.00000,2436.47698,1524.65436,911.82262,63.50000,28358.00000,306.30000,1122.00000,1.60000,36.00000,-6.00000,6.00000,20.00000
200611,137.90000,197.50000,769363.00000,809822.00000,2447.96801,1531.23308,916.73493,62.90000,27980.00000,310.80000,1097.00000,137.90000,34.00000,-5.00000,6.00000,23.00000
200612,167.30000,420.30000,804389.00000,843236.00000,2461.90885,1537.51807,924.39078,62.50000,27544.00000,305.20000,1111.00000,167.30000,36.00000,-7.00000,6.00000,16.00000
200701,82.60000,-71.90000,798400.00000,834369.00000,2468.78564,1541.22596,927.55968,62.80000,27398.00000,296.90000,1050.00000,82.50000,36.00000,-7.00000,5.00000,17.00000
200702,142.60000,109.40000,807516.00000,841119.00000,2480.66824,1548.14966,932.51859,60.60000,27624.00000,304.80000,1070.00000,142.60000,40.00000,-8.00000,5.00000,21.00000
200703,158.30000,146.20000,819703.00000,850844.00000,2493.85934,1555.60104,938.25830,60.40000,27736.00000,305.30000,1080.00000,158.30000,35.00000,-8.00000,7.00000,19.00000
200704,111.10000,-46.10000,815865.00000,845220.00000,2503.12273,1561.27865,941.84408,60.90000,27804.00000,299.10000,1091.00000,111.20000,38.00000,-7.00000,5.00000,16.00000
200705,207.60000,130.00000,826701.00000,854047.00000,2520.41519,1569.42627,950.98892,62.80000,27780.00000,297.00000,1114.00000,207.50000,39.00000,-6.00000,6.00000,15.00000
200706,116.50000,341.10000,855128.00000,881603.00000,2530.13012,1575.46432,954.66579,61.40000,27524.00000,309.70000,1175.00000,116.60000,36.00000,-6.00000,5.00000,12.00000
200707,199.40000,181.40000,870241.00000,895854.00000,2546.74616,1585.50917,961.23698,60.50000,27583.00000,299.60000,1192.00000,199.40000,37.00000,-6.00000,5.00000,12.00000
200708,232.10000,121.90000,880397.00000,905525.00000,2566.08512,1595.21541,970.86972,62.60000,28639.00000,301.30000,1165.00000,232.10000,35.00000,-9.00000,7.00000,14.00000
200709,172.30000,203.40000,897346.00000,919402.00000,2580.44692,1602.34224,978.10468,63.40000,28826.00000,291.00000,1072.00000,172.30000,37.00000,-10.00000,9.00000,15.00000
200710,152.90000,89.70000,904820.00000,924390.00000,2593.18663,1607.75558,985.43105,63.60000,30133.00000,295.60000,1042.00000,152.90000,36.00000,-8.00000,6.00000,4.00000
200711,183.00000,101.50000,913280.00000,928385.00000,2608.43650,1613.24327,995.19323,62.70000,29327.00000,307.50000,1038.00000,183.00000,32.00000,-8.00000,7.00000,3.00000
200712,87.50000,41.00000,916693.00000,929351.00000,2615.73365,1613.33736,1002.39630,62.50000,29076.00000,297.10000,1016.00000,87.60000,32.00000,-10.00000,7.00000,1.00000
200801,192.80000,200.30000,933388.00000,943827.00000,2631.80061,1622.83558,1008.96502,62.30000,28231.00000,306.20000,950.00000,192.80000,34.00000,-9.00000,7.00000,0.00000
200802,174.70000,159.50000,946680.00000,955181.00000,2646.35696,1630.87519,1015.48177,63.20000,28118.00000,310.40000,923.00000,174.70000,35.00000,-8.00000,5.00000,-9.00000
200803,122.80000,47.00000,950595.00000,956179.00000,2656.58945,1637.62146,1018.96798,62.30000,28173.00000,297.30000,958.00000,122.80000,32.00000,-9.00000,7.00000,-5.00000
200804,112.30000,284.90000,974339.00000,977722.00000,2665.95027,1644.16475,1021.78551,63.10000,27397.00000,310.70000,960.00000,112.30000,34.00000,-11.00000,9.00000,-12.00000
200805,44.60000,-50.10000,970168.00000,969286.00000,2669.66995,1648.84595,1020.82399,64.00000,24579.00000,305.20000,999.00000,44.60000,34.00000,-10.00000,8.00000,-15.00000
200806,45.80000,-129.60000,959370.00000,951889.00000,2673.49393,1652.20206,1021.29187,63.50000,24505.00000,317.70000,1055.00000,45.90000,35.00000,-10.00000,7.00000,-11.00000
200807,51.80000,126.40000,969901.00000,958230.00000,2677.80816,1655.96062,1021.84754,67.20000,27582.00000,309.10000,1054.00000,51.80000,32.00000,-12.00000,9.00000,-4.00000
200808,-49.90000,301.90000,995061.00000,983894.00000,2673.64615,1653.95491,1019.69124,64.60000,26920.00000,307.30000,1024.00000,-49.90000,35.00000,-11.00000,10.00000,-2.00000
200809,-55.00000,-0.90000,994990.00000,982842.00000,2669.07114,1654.43946,1014.63168,64.30000,25427.00000,306.10000,934.00000,-54.90000,33.00000,-13.00000,11.00000,-3.00000
200810,8.30000,387.10000,1027246.00000,1020267.00000,2669.76425,1650.59814,1019.16611,63.90000,25391.00000,293.70000,913.00000,8.30000,31.00000,-16.00000,9.00000,-2.00000
200811,-96.10000,-45.60000,1023449.00000,1028127.00000,2661.75155,1650.55865,1011.19290,63.20000,25041.00000,289.70000,887.00000,-96.20000,31.00000,-13.00000,11.00000,-6.00000
200812,-133.20000,-23.20000,1021514.00000,1031759.00000,2650.64739,1645.90934,1004.73804,59.80000,22769.00000,302.20000,803.00000,-133.20000,32.00000,-15.00000,12.00000,-8.00000
200901,98.80000,18.90000,1023089.00000,1032714.00000,2658.87644,1651.18685,1007.68959,59.30000,22922.00000,297.50000,722.00000,98.70000,33.00000,-14.00000,13.00000,-12.00000
200902,-122.60000,-309.40000,997307.00000,1004500.00000,2648.66187,1650.16432,998.49755,59.00000,26268.00000,296.80000,731.00000,-122.60000,32.00000,-16.00000,13.00000,-9.00000
200903,-198.50000,-367.00000,966724.00000,974589.00000,2632.12209,1645.60134,986.52075,59.50000,27365.00000,298.50000,740.00000,-198.50000,29.00000,-14.00000,12.00000,-1.00000
200904,-97.20000,-377.10000,935296.00000,941510.00000,2624.02016,1642.09916,981.92099,60.80000,28383.00000,304.00000,710.00000,-97.20000,30.00000,-12.00000,14.00000,-2.00000
200905,-76.60000,-110.50000,926090.00000,930987.00000,2617.63866,1648.76961,968.86905,63.00000,29133.00000,315.70000,746.00000,-76.60000,28.00000,-15.00000,16.00000,0.00000
200906,-216.00000,-454.10000,888245.00000,887650.00000,2599.64386,1634.51048,965.13338,62.70000,28215.00000,330.00000,795.00000,-215.90000,30.00000,-13.00000,14.00000,0.00000
200907,-33.40000,-422.20000,853060.00000,852890.00000,2596.85534,1634.84069,962.01465,62.70000,28866.00000,317.30000,811.00000,-33.50000,28.00000,-14.00000,15.00000,3.00000
200908,-126.00000,-243.10000,832801.00000,830409.00000,2586.35697,1634.10827,952.24870,61.80000,24405.00000,311.60000,789.00000,-126.00000,30.00000,-13.00000,14.00000,3.00000
200909,-84.40000,-183.30000,817524.00000,813829.00000,2579.33035,1631.24225,948.08810,63.60000,30380.00000,298.40000,776.00000,-84.30000,30.00000,-15.00000,14.00000,5.00000
200910,-47.20000,-226.90000,798614.00000,792559.00000,2575.39690,1634.50055,940.89635,64.40000,32223.00000,297.00000,747.00000,-47.20000,29.00000,-16.00000,14.00000,3.00000
200911,-202.00000,-259.80000,776964.00000,769294.00000,2558.56981,1633.40511,925.16469,63.40000,30506.00000,299.00000,735.00000,-201.90000,29.00000,-15.00000,15.00000,8.00000
200912,-69.00000,-227.80000,757982.00000,750091.00000,2552.82128,1636.05465,916.76663,64.00000,30598.00000,306.40000,728.00000,-69.00000,28.00000,-15.00000,15.00000,3.00000
201001,-133.00000,-167.10000,744059.00000,734989.00000,2541.73826,1631.19561,910.54265,63.50000,29379.00000,314.70000,710.00000,-133.00000,27.00000,-13.00000,14.00000,6.00000
201002,-127.10000,-5.60000,743593.00000,734428.00000,2531.15097,1627.59147,903.55950,62.50000,28040.00000,292.40000,714.00000,-127.00000,29.00000,-14.00000,12.00000,6.00000
201003,83.50000,92.10000,751271.00000,741168.00000,2538.10784,1637.97389,900.13395,62.80000,27912.00000,298.30000,734.00000,83.50000,29.00000,-16.00000,15.00000,9.00000
201004,-59.50000,28.30000,753625.00000,743594.00000,2533.14790,1637.31354,895.83436,62.80000,27797.00000,307.40000,749.00000,-59.50000,28.00000,-15.00000,14.00000,5.00000
201005,-92.60000,-15.70000,752316.00000,741988.00000,2525.43090,1639.69573,885.73517,62.90000,27886.00000,305.10000,757.00000,-92.60000,28.00000,-12.00000,13.00000,4.00000
201006,-42.00000,21.90000,754142.00000,743385.00000,2521.92873,1643.49872,878.43001,63.10000,27980.00000,309.60000,790.00000,-42.00000,25.00000,-13.00000,13.00000,0.00000
201007,-39.00000,6.10000,754648.00000,742991.00000,2518.67617,1645.68128,872.99489,63.70000,28377.00000,315.30000,777.00000,-39.00000,27.00000,-14.00000,13.00000,2.00000
201008,7.30000,-35.80000,751669.00000,739010.00000,2519.28557,1652.73086,866.55471,63.80000,27970.00000,309.60000,744.00000,7.30000,27.00000,-14.00000,12.00000,3.00000
201009,42.50000,200.90000,768414.00000,754775.00000,2522.83069,1661.97964,860.85105,63.80000,27894.00000,299.60000,714.00000,42.50000,27.00000,-14.00000,14.00000,1.00000
201010,105.40000,-94.30000,760551.00000,745310.00000,2531.61180,1676.59798,855.01381,63.40000,27576.00000,310.70000,705.00000,105.40000,26.00000,-12.00000,11.00000,1.00000
201011,13.20000,-182.60000,745335.00000,729212.00000,2532.71188,1682.11861,850.59326,62.80000,27433.00000,303.40000,696.00000,13.20000,25.00000,-10.00000,11.00000,0.00000
201012,1376.60000,76.50000,751709.00000,733697.00000,2647.42754,1807.44687,839.98067,61.30000,27260.00000,291.00000,702.00000,1376.60000,28.00000,-11.00000,12.00000,1.00000
201101,106.90000,-32.70000,748983.00000,729399.00000,2656.33587,1819.51123,836.82464,62.30000,26673.00000,290.70000,667.00000,106.90000,28.00000,-10.00000,10.00000,3.00000
201102,115.10000,104.80000,757717.00000,735891.00000,2665.92951,1830.82040,835.10910,NaN,NaN,329.00000,667.00000,115.10000,29.00000,-10.00000,11.00000,6.00000
201103,116.40000,262.10000,779563.00000,754250.00000,2675.62912,1838.23248,837.39665,NaN,NaN,320.80000,688.00000,116.40000,28.00000,-9.00000,8.00000,5.00000
201104,81.80000,190.90000,795469.00000,766289.00000,2682.45222,1848.71690,833.73532,NaN,NaN,321.00000,687.00000,81.90000,28.00000,-13.00000,9.00000,5.00000
201105,86.40000,147.10000,807726.00000,775586.00000,2689.64614,1854.68631,834.95983,NaN,NaN,307.20000,718.00000,86.30000,28.00000,-11.00000,10.00000,3.00000
201106,102.10000,160.30000,821086.00000,788149.00000,2698.16010,1860.68030,837.47980,NaN,NaN,301.30000,735.00000,102.20000,25.00000,-10.00000,9.00000,0.00000
201107,291.40000,160.20000,834435.00000,799420.00000,2722.43884,1885.41926,837.01958,NaN,NaN,296.90000,712.00000,291.30000,28.00000,-11.00000,10.00000,0.00000
201108,-93.20000,150.50000,846977.00000,809590.00000,2714.67211,1878.26410,836.40801,NaN,NaN,293.30000,710.00000,-93.20000,28.00000,-13.00000,13.00000,1.00000
201109,120.70000,27.60000,849277.00000,810479.00000,2724.73176,1886.80777,837.92399,NaN,NaN,298.30000,671.00000,120.70000,29.00000,-12.00000,10.00000,1.00000
201110,33.40000,295.90000,873936.00000,833503.00000,2727.50889,1889.35193,838.15697,NaN,NaN,298.00000,639.00000,33.30000,28.00000,-11.00000,11.00000,-2.00000
201111,216.10000,116.00000,883602.00000,841534.00000,2745.51834,1903.64731,841.87103,NaN,NaN,299.80000,652.00000,216.10000,30.00000,-10.00000,10.00000,-1.00000
201112,125.00000,-52.00000,879271.00000,837258.00000,2755.94030,1914.19806,841.74223,NaN,NaN,297.70000,641.00000,125.10000,29.00000,-9.00000,8.00000,-3.00000
201201,164.60000,277.60000,902403.00000,857032.00000,2769.63165,1927.09480,842.53685,NaN,NaN,334.70000,617.00000,164.30000,30.00000,-9.00000,8.00000,1.00000
201202,109.20000,28.40000,904771.00000,857643.00000,2778.69689,1935.86103,842.83586,NaN,NaN,347.20000,611.00000,108.80000,31.00000,-10.00000,8.00000,2.00000
201203,183.20000,-80.20000,898091.00000,849347.00000,2794.03461,1951.61471,842.41991,NaN,NaN,346.50000,628.00000,184.10000,27.00000,-11.00000,11.00000,3.00000
201204,166.30000,286.40000,921955.00000,870730.00000,2807.82752,1967.32332,840.50421,NaN,NaN,354.00000,668.00000,165.50000,31.00000,-8.00000,7.00000,0.00000
201205,231.40000,204.20000,938968.00000,887234.00000,2827.13788,1981.57765,845.56023,NaN,NaN,357.50000,682.00000,231.70000,29.00000,-10.00000,9.00000,-1.00000
201206,183.40000,-62.60000,933753.00000,882022.00000,2842.44964,1998.46218,843.98745,NaN,NaN,363.30000,708.00000,183.70000,29.00000,-8.00000,7.00000,-5.00000
201207,100.80000,200.40000,950454.00000,897544.00000,2850.85147,2008.42372,842.42775,NaN,NaN,355.00000,701.00000,100.80000,30.00000,-7.00000,7.00000,-3.00000
201208,214.80000,108.20000,959467.00000,903359.00000,2868.75100,2022.72865,846.02236,NaN,NaN,354.00000,683.00000,214.80000,31.00000,-9.00000,7.00000,-2.00000
201209,131.20000,-6.40000,958936.00000,900359.00000,2879.67990,2034.22390,845.45600,NaN,NaN,352.20000,657.00000,131.10000,32.00000,-7.00000,6.00000,0.00000
201210,197.00000,167.80000,972916.00000,911329.00000,2896.09881,2047.80499,848.29382,NaN,NaN,353.50000,641.00000,197.00000,28.00000,-8.00000,7.00000,-1.00000
201211,189.20000,185.60000,988382.00000,926788.00000,2911.86559,2062.55603,849.30956,NaN,NaN,377.20000,644.00000,189.20000,28.00000,-10.00000,9.00000,2.00000
201212,140.90000,349.80000,1017528.00000,954341.00000,2923.61342,2076.92155,846.69187,NaN,NaN,376.50000,642.00000,141.00000,29.00000,-11.00000,9.00000,-2.00000
201301,188.80000,165.60000,1031329.00000,966224.00000,2939.34369,2089.08458,850.25911,NaN,NaN,354.40000,612.00000,188.80000,31.00000,-9.00000,7.00000,0.00000
201302,231.40000,65.80000,1036814.00000,968071.00000,2958.61992,2107.53265,851.08727,NaN,NaN,353.90000,628.00000,231.30000,29.00000,-8.00000,7.00000,2.00000
201303,116.90000,-73.30000,1030703.00000,963165.00000,2968.36333,2118.92806,849.43527,NaN,NaN,361.70000,676.00000,116.90000,29.00000,-6.00000,4.00000,3.00000
201304,151.40000,-220.10000,1012363.00000,947098.00000,2980.97381,2130.57409,850.39972,NaN,NaN,360.40000,706.00000,151.30000,31.00000,-8.00000,7.00000,1.00000
201305,195.40000,258.80000,1033933.00000,966112.00000,2997.25412,2144.16471,853.08941,NaN,NaN,374.60000,738.00000,195.40000,28.00000,-6.00000,5.00000,-1.00000
201306,141.80000,173.90000,1048426.00000,976998.00000,3009.08357,2157.62154,851.46202,NaN,NaN,382.20000,787.00000,142.00000,29.00000,-7.00000,6.00000,-3.00000
201307,193.00000,-194.20000,1032240.00000,960813.00000,3025.16423,2172.29038,852.87386,NaN,NaN,374.20000,826.00000,193.00000,30.00000,-8.00000,6.00000,1.00000
201308,178.10000,203.50000,1049201.00000,975883.00000,3039.99907,2186.88189,853.11719,NaN,NaN,368.90000,841.00000,178.00000,31.00000,-8.00000,6.00000,3.00000
201309,200.60000,497.90000,1090691.00000,1013540.00000,3056.72354,2203.38725,853.33629,NaN,NaN,363.70000,807.00000,200.70000,28.00000,-7.00000,5.00000,3.00000
201310,204.20000,-84.20000,1083674.00000,1006468.00000,3073.74519,2217.64959,856.09560,NaN,NaN,359.80000,800.00000,204.30000,28.00000,-8.00000,6.00000,1.00000
201311,99.80000,-7.20000,1083074.00000,1005089.00000,3082.06487,2228.71250,853.35237,NaN,NaN,355.10000,781.00000,99.80000,32.00000,-7.00000,6.00000,3.00000
201312,190.30000,130.60000,1093956.00000,1013504.00000,3097.92205,2240.28593,857.63613,NaN,NaN,369.20000,793.00000,190.30000,32.00000,-7.00000,7.00000,2.00000
201401,186.60000,-19.60000,1092320.00000,1010977.00000,3113.46659,2253.23786,860.22873,NaN,NaN,380.40000,765.00000,186.50000,31.00000,-7.00000,6.00000,5.00000
201402,181.40000,349.10000,1121413.00000,1037106.00000,3128.58273,2269.26914,859.31358,NaN,NaN,366.80000,763.00000,181.40000,29.00000,-7.00000,8.00000,5.00000
201403,234.20000,331.30000,1149024.00000,1061042.00000,3148.10666,2286.55713,861.54954,NaN,NaN,372.00000,785.00000,234.30000,30.00000,-7.00000,8.00000,5.00000
201404,305.90000,138.30000,1160552.00000,1069396.00000,3173.63556,2302.64632,870.98924,NaN,NaN,376.90000,804.00000,306.30000,30.00000,-6.00000,5.00000,3.00000
201405,231.20000,89.20000,1167989.00000,1073657.00000,3192.91624,2319.57815,873.33809,NaN,NaN,370.80000,843.00000,231.40000,30.00000,-7.00000,6.00000,1.00000
201406,225.60000,210.90000,1185567.00000,1087447.00000,3211.86105,2336.71486,875.14619,NaN,NaN,388.60000,876.00000,227.30000,27.00000,-7.00000,6.00000,-1.00000
201407,NaN,256.10000,1189217.00000,1089885.00000,3233.47281,2352.94806,880.52475,NaN,NaN,382.50000,881.00000,259.30000,30.00000,-5.00000,5.00000,0.00000
201408,NaN,NaN,1206907.00000,1107113.00000,3246.99751,2366.68028,880.31723,NaN,NaN,380.80000,NaN,162.30000,28.00000,-5.00000,5.00000,2.00000
