Month,USCICCHGB,USCILNNCB,USCOMILNB,USCOMILND,USCRDCONB,USCRDNRVB,USCRDREVB,USFCLANMP,USFCLFANA,USMGPCH1A,USMGPIHEA,USNCHCINB,USNFIBBNR,USNFIBCBQ,USNFIBCHQ,USNFIBRPR
195001,3.40000,1.20000,12677.00000,NaN,19.10000,19.10000,NaN,NaN,NaN,NaN,NaN,3.30000,NaN,NaN,NaN,NaN
195002,3.80000,1.00000,12764.00000,NaN,19.40000,19.40000,NaN,NaN,NaN,NaN,NaN,3.80000,NaN,NaN,NaN,NaN
195003,4.30000,0.00000,12763.00000,NaN,19.70000,19.70000,NaN,NaN,NaN,NaN,NaN,4.40000,NaN,NaN,NaN,NaN
195004,5.00000,1.00000,12849.00000,NaN,20.10000,20.10000,NaN,NaN,NaN,NaN,NaN,5.00000,NaN,NaN,NaN,NaN
195005,5.60000,1.00000,12936.00000,NaN,20.60000,20.60000,NaN,NaN,NaN,NaN,NaN,5.70000,NaN,NaN,NaN,NaN
195006,6.00000,3.70000,13242.00000,NaN,21.10000,21.10000,NaN,NaN,NaN,NaN,NaN,6.00000,NaN,NaN,NaN,NaN
195007,11.60000,4.50000,13619.00000,NaN,22.10000,22.10000,NaN,NaN,NaN,NaN,NaN,11.60000,NaN,NaN,NaN,NaN
195008,7.70000,5.30000,14057.00000,NaN,22.70000,22.70000,NaN,NaN,NaN,NaN,NaN,7.70000,NaN,NaN,NaN,NaN
195009,5.30000,7.70000,14696.00000,NaN,23.20000,23.20000,NaN,NaN,NaN,NaN,NaN,5.30000,NaN,NaN,NaN,NaN
195010,0.80000,4.00000,15027.00000,NaN,23.20000,23.20000,NaN,NaN,NaN,NaN,NaN,0.80000,NaN,NaN,NaN,NaN
195011,0.20000,5.20000,15462.00000,NaN,23.30000,23.30000,NaN,NaN,NaN,NaN,NaN,0.20000,NaN,NaN,NaN,NaN
195012,-0.40000,6.30000,15986.00000,NaN,23.20000,23.20000,NaN,NaN,NaN,NaN,NaN,-0.40000,NaN,NaN,NaN,NaN
195101,6.80000,6.20000,16503.00000,NaN,23.80000,23.80000,NaN,NaN,NaN,NaN,NaN,6.80000,NaN,NaN,NaN,NaN
195102,3.70000,7.40000,17116.00000,NaN,24.10000,24.10000,NaN,NaN,NaN,NaN,NaN,3.70000,NaN,NaN,NaN,NaN
195103,2.00000,5.60000,17579.00000,NaN,24.30000,24.30000,NaN,NaN,NaN,NaN,NaN,2.10000,NaN,NaN,NaN,NaN
195104,-2.40000,6.00000,18079.00000,NaN,24.10000,24.10000,NaN,NaN,NaN,NaN,NaN,-2.50000,NaN,NaN,NaN,NaN
195105,-1.10000,4.50000,18453.00000,NaN,24.00000,24.00000,NaN,NaN,NaN,NaN,NaN,-1.00000,NaN,NaN,NaN,NaN
195106,-1.80000,2.30000,18646.00000,NaN,23.80000,23.80000,NaN,NaN,NaN,NaN,NaN,-1.80000,NaN,NaN,NaN,NaN
195107,-1.60000,1.30000,18757.00000,NaN,23.70000,23.70000,NaN,NaN,NaN,NaN,NaN,-1.60000,NaN,NaN,NaN,NaN
195108,2.80000,1.30000,18865.00000,NaN,23.90000,23.90000,NaN,NaN,NaN,NaN,NaN,2.80000,NaN,NaN,NaN,NaN
195109,1.90000,1.20000,18968.00000,NaN,24.10000,24.10000,NaN,NaN,NaN,NaN,NaN,1.90000,NaN,NaN,NaN,NaN
195110,2.30000,1.70000,19111.00000,NaN,24.30000,24.30000,NaN,NaN,NaN,NaN,NaN,2.30000,NaN,NaN,NaN,NaN
195111,4.20000,1.00000,19194.00000,NaN,24.60000,24.60000,NaN,NaN,NaN,NaN,NaN,4.20000,NaN,NaN,NaN,NaN
195112,-0.10000,2.60000,19411.00000,NaN,24.60000,24.60000,NaN,NaN,NaN,NaN,NaN,-0.10000,NaN,NaN,NaN,NaN
195201,2.00000,2.70000,19632.00000,NaN,24.80000,24.80000,NaN,NaN,NaN,NaN,NaN,2.10000,NaN,NaN,NaN,NaN
195202,4.20000,0.10000,19641.00000,NaN,25.20000,25.20000,NaN,NaN,NaN,NaN,NaN,4.20000,NaN,NaN,NaN,NaN
195203,0.60000,1.40000,19761.00000,NaN,25.20000,25.20000,NaN,NaN,NaN,NaN,NaN,0.50000,NaN,NaN,NaN,NaN
195204,4.20000,-0.20000,19742.00000,NaN,25.50000,25.50000,NaN,NaN,NaN,NaN,NaN,4.20000,NaN,NaN,NaN,NaN
195205,7.20000,0.80000,19809.00000,NaN,26.10000,26.10000,NaN,NaN,NaN,NaN,NaN,7.20000,NaN,NaN,NaN,NaN
195206,7.30000,1.90000,19969.00000,NaN,26.80000,26.80000,NaN,NaN,NaN,NaN,NaN,7.40000,NaN,NaN,NaN,NaN
195207,5.40000,2.10000,20141.00000,NaN,27.20000,27.20000,NaN,NaN,NaN,NaN,NaN,5.40000,NaN,NaN,NaN,NaN
195208,3.10000,0.60000,20190.00000,NaN,27.50000,27.50000,NaN,NaN,NaN,NaN,NaN,3.10000,NaN,NaN,NaN,NaN
195209,4.80000,2.30000,20381.00000,NaN,27.90000,27.90000,NaN,NaN,NaN,NaN,NaN,4.80000,NaN,NaN,NaN,NaN
195210,7.60000,3.20000,20650.00000,NaN,28.50000,28.50000,NaN,NaN,NaN,NaN,NaN,7.50000,NaN,NaN,NaN,NaN
195211,6.60000,4.60000,21031.00000,NaN,29.00000,29.00000,NaN,NaN,NaN,NaN,NaN,6.60000,NaN,NaN,NaN,NaN
195212,7.70000,1.20000,21133.00000,NaN,29.70000,29.70000,NaN,NaN,NaN,NaN,NaN,7.60000,NaN,NaN,NaN,NaN
195301,9.50000,1.10000,21227.00000,NaN,30.50000,30.50000,NaN,NaN,NaN,NaN,NaN,9.50000,NaN,NaN,NaN,NaN
195302,4.90000,0.60000,21277.00000,NaN,30.90000,30.90000,NaN,NaN,NaN,NaN,NaN,4.90000,NaN,NaN,NaN,NaN
195303,9.00000,1.80000,21430.00000,NaN,31.60000,31.60000,NaN,NaN,NaN,NaN,NaN,9.00000,NaN,NaN,NaN,NaN
195304,5.80000,2.90000,21675.00000,NaN,32.10000,32.10000,NaN,NaN,NaN,NaN,NaN,5.70000,NaN,NaN,NaN,NaN
195305,3.70000,1.70000,21816.00000,NaN,32.40000,32.40000,NaN,NaN,NaN,NaN,NaN,3.80000,NaN,NaN,NaN,NaN
195306,0.80000,-0.80000,21747.00000,NaN,32.50000,32.50000,NaN,NaN,NaN,NaN,NaN,0.80000,NaN,NaN,NaN,NaN
195307,3.50000,0.40000,21778.00000,NaN,32.80000,32.80000,NaN,NaN,NaN,NaN,NaN,3.50000,NaN,NaN,NaN,NaN
195308,3.20000,1.90000,21934.00000,NaN,33.10000,33.10000,NaN,NaN,NaN,NaN,NaN,3.20000,NaN,NaN,NaN,NaN
195309,2.40000,-1.40000,21819.00000,NaN,33.30000,33.30000,NaN,NaN,NaN,NaN,NaN,2.30000,NaN,NaN,NaN,NaN
195310,2.60000,-2.10000,21640.00000,NaN,33.50000,33.50000,NaN,NaN,NaN,NaN,NaN,2.70000,NaN,NaN,NaN,NaN
195311,1.00000,-2.30000,21451.00000,NaN,33.60000,33.60000,NaN,NaN,NaN,NaN,NaN,0.90000,NaN,NaN,NaN,NaN
195312,1.70000,-4.70000,21058.00000,NaN,33.70000,33.70000,NaN,NaN,NaN,NaN,NaN,1.70000,NaN,NaN,NaN,NaN
195401,4.30000,-0.70000,21000.00000,NaN,34.10000,34.10000,NaN,NaN,NaN,NaN,NaN,4.40000,NaN,NaN,NaN,NaN
195402,-4.30000,0.80000,21064.00000,NaN,33.70000,33.70000,NaN,NaN,NaN,NaN,NaN,-4.40000,NaN,NaN,NaN,NaN
195403,-2.30000,-0.30000,21036.00000,NaN,33.50000,33.50000,NaN,NaN,NaN,NaN,NaN,-2.30000,NaN,NaN,NaN,NaN
195404,2.40000,-0.80000,20967.00000,NaN,33.70000,33.70000,NaN,NaN,NaN,NaN,NaN,2.40000,NaN,NaN,NaN,NaN
195405,-0.10000,-1.90000,20811.00000,NaN,33.70000,33.70000,NaN,NaN,NaN,NaN,NaN,0.00000,NaN,NaN,NaN,NaN
195406,1.40000,-1.90000,20650.00000,NaN,33.80000,33.80000,NaN,NaN,NaN,NaN,NaN,1.30000,NaN,NaN,NaN,NaN
195407,2.90000,0.00000,20651.00000,NaN,34.10000,34.10000,NaN,NaN,NaN,NaN,NaN,2.90000,NaN,NaN,NaN,NaN
195408,-0.60000,-10.20000,19804.00000,NaN,34.00000,34.00000,NaN,NaN,NaN,NaN,NaN,-0.60000,NaN,NaN,NaN,NaN
195409,1.60000,-0.60000,19753.00000,NaN,34.10000,34.10000,NaN,NaN,NaN,NaN,NaN,1.50000,NaN,NaN,NaN,NaN
195410,2.60000,-0.40000,19718.00000,NaN,34.40000,34.40000,NaN,NaN,NaN,NaN,NaN,2.70000,NaN,NaN,NaN,NaN
195411,3.00000,2.80000,19955.00000,NaN,34.60000,34.60000,NaN,NaN,NaN,NaN,NaN,2.90000,NaN,NaN,NaN,NaN
195412,5.00000,4.30000,20314.00000,NaN,35.00000,35.00000,NaN,NaN,NaN,NaN,NaN,5.00000,NaN,NaN,NaN,NaN
195501,4.10000,2.60000,20529.00000,NaN,35.40000,35.40000,NaN,NaN,NaN,NaN,NaN,4.10000,NaN,NaN,NaN,NaN
195502,6.70000,2.00000,20692.00000,NaN,35.90000,35.90000,NaN,NaN,NaN,NaN,NaN,6.60000,NaN,NaN,NaN,NaN
195503,7.20000,2.70000,20916.00000,NaN,36.50000,36.50000,NaN,NaN,NaN,NaN,NaN,7.30000,NaN,NaN,NaN,NaN
195504,8.50000,1.60000,21049.00000,NaN,37.20000,37.20000,NaN,NaN,NaN,NaN,NaN,8.50000,NaN,NaN,NaN,NaN
195505,6.00000,4.40000,21416.00000,NaN,37.70000,37.70000,NaN,NaN,NaN,NaN,NaN,6.00000,NaN,NaN,NaN,NaN
195506,9.60000,4.60000,21796.00000,NaN,38.50000,38.50000,NaN,NaN,NaN,NaN,NaN,9.60000,NaN,NaN,NaN,NaN
195507,5.90000,5.40000,22244.00000,NaN,39.00000,39.00000,NaN,NaN,NaN,NaN,NaN,5.90000,NaN,NaN,NaN,NaN
195508,8.40000,5.00000,22664.00000,NaN,39.70000,39.70000,NaN,NaN,NaN,NaN,NaN,8.40000,NaN,NaN,NaN,NaN
195509,7.90000,3.80000,22977.00000,NaN,40.40000,40.40000,NaN,NaN,NaN,NaN,NaN,7.90000,NaN,NaN,NaN,NaN
195510,5.30000,5.30000,23421.00000,NaN,40.80000,40.80000,NaN,NaN,NaN,NaN,NaN,5.30000,NaN,NaN,NaN,NaN
195511,6.50000,4.20000,23771.00000,NaN,41.40000,41.40000,NaN,NaN,NaN,NaN,NaN,6.40000,NaN,NaN,NaN,NaN
195512,6.00000,4.10000,24110.00000,NaN,41.90000,41.90000,NaN,NaN,NaN,NaN,NaN,6.00000,NaN,NaN,NaN,NaN
195601,3.00000,4.90000,24515.00000,NaN,42.10000,42.10000,NaN,NaN,NaN,NaN,NaN,3.00000,NaN,NaN,NaN,NaN
195602,5.30000,2.10000,24686.00000,NaN,42.60000,42.60000,NaN,NaN,NaN,NaN,NaN,5.30000,NaN,NaN,NaN,NaN
195603,7.80000,8.70000,25414.00000,NaN,43.20000,43.20000,NaN,NaN,NaN,NaN,NaN,7.70000,NaN,NaN,NaN,NaN
195604,2.00000,6.20000,25932.00000,NaN,43.40000,43.40000,NaN,NaN,NaN,NaN,NaN,2.10000,NaN,NaN,NaN,NaN
195605,5.00000,6.20000,26448.00000,NaN,43.80000,43.80000,NaN,NaN,NaN,NaN,NaN,5.00000,NaN,NaN,NaN,NaN
195606,3.00000,4.20000,26799.00000,NaN,44.10000,44.10000,NaN,NaN,NaN,NaN,NaN,3.00000,NaN,NaN,NaN,NaN
195607,1.40000,4.20000,27145.00000,NaN,44.20000,44.20000,NaN,NaN,NaN,NaN,NaN,1.40000,NaN,NaN,NaN,NaN
195608,4.00000,3.30000,27418.00000,NaN,44.50000,44.50000,NaN,NaN,NaN,NaN,NaN,3.90000,NaN,NaN,NaN,NaN
195609,3.40000,4.30000,27778.00000,NaN,44.80000,44.80000,NaN,NaN,NaN,NaN,NaN,3.40000,NaN,NaN,NaN,NaN
195610,1.80000,1.00000,27858.00000,NaN,44.90000,44.90000,NaN,NaN,NaN,NaN,NaN,1.90000,NaN,NaN,NaN,NaN
195611,5.60000,4.10000,28199.00000,NaN,45.40000,45.40000,NaN,NaN,NaN,NaN,NaN,5.60000,NaN,NaN,NaN,NaN
195612,0.60000,2.40000,28395.00000,NaN,45.40000,45.40000,NaN,NaN,NaN,NaN,NaN,0.60000,NaN,NaN,NaN,NaN
195701,3.00000,3.60000,28695.00000,NaN,45.70000,45.70000,NaN,NaN,NaN,NaN,NaN,3.00000,NaN,NaN,NaN,NaN
195702,4.10000,0.30000,28720.00000,NaN,46.00000,46.00000,NaN,NaN,NaN,NaN,NaN,4.10000,NaN,NaN,NaN,NaN
195703,2.50000,5.50000,29182.00000,NaN,46.20000,46.20000,NaN,NaN,NaN,NaN,NaN,2.40000,NaN,NaN,NaN,NaN
195704,3.20000,3.90000,29503.00000,NaN,46.50000,46.50000,NaN,NaN,NaN,NaN,NaN,3.30000,NaN,NaN,NaN,NaN
195705,3.80000,1.80000,29650.00000,NaN,46.80000,46.80000,NaN,NaN,NaN,NaN,NaN,3.80000,NaN,NaN,NaN,NaN
195706,1.90000,4.60000,30033.00000,NaN,47.00000,47.00000,NaN,NaN,NaN,NaN,NaN,1.90000,NaN,NaN,NaN,NaN
195707,4.40000,2.50000,30245.00000,NaN,47.40000,47.40000,NaN,NaN,NaN,NaN,NaN,4.40000,NaN,NaN,NaN,NaN
195708,3.40000,0.50000,30285.00000,NaN,47.60000,47.60000,NaN,NaN,NaN,NaN,NaN,3.30000,NaN,NaN,NaN,NaN
195709,1.10000,1.10000,30374.00000,NaN,47.70000,47.70000,NaN,NaN,NaN,NaN,NaN,1.10000,NaN,NaN,NaN,NaN
195710,1.70000,-4.90000,29969.00000,NaN,47.90000,47.90000,NaN,NaN,NaN,NaN,NaN,1.70000,NaN,NaN,NaN,NaN
195711,1.00000,-4.80000,29573.00000,NaN,48.00000,48.00000,NaN,NaN,NaN,NaN,NaN,1.00000,NaN,NaN,NaN,NaN
195712,1.40000,-0.70000,29517.00000,NaN,48.10000,48.10000,NaN,NaN,NaN,NaN,NaN,1.40000,NaN,NaN,NaN,NaN
195801,2.50000,-4.20000,29171.00000,NaN,48.30000,48.30000,NaN,NaN,NaN,NaN,NaN,2.60000,NaN,NaN,NaN,NaN
195802,-2.30000,-4.00000,28835.00000,NaN,48.10000,48.10000,NaN,NaN,NaN,NaN,NaN,-2.30000,NaN,NaN,NaN,NaN
195803,-4.00000,-1.30000,28728.00000,NaN,47.80000,47.80000,NaN,NaN,NaN,NaN,NaN,-3.90000,NaN,NaN,NaN,NaN
195804,-1.30000,-2.10000,28554.00000,NaN,47.70000,47.70000,NaN,NaN,NaN,NaN,NaN,-1.30000,NaN,NaN,NaN,NaN
195805,-0.50000,-4.60000,28168.00000,NaN,47.60000,47.60000,NaN,NaN,NaN,NaN,NaN,-0.50000,NaN,NaN,NaN,NaN
195806,-1.30000,-1.10000,28079.00000,NaN,47.50000,47.50000,NaN,NaN,NaN,NaN,NaN,-1.30000,NaN,NaN,NaN,NaN
195807,0.50000,-0.50000,28039.00000,NaN,47.60000,47.60000,NaN,NaN,NaN,NaN,NaN,0.50000,NaN,NaN,NaN,NaN
195808,0.50000,-1.20000,27941.00000,NaN,47.60000,47.60000,NaN,NaN,NaN,NaN,NaN,0.50000,NaN,NaN,NaN,NaN
195809,1.40000,2.20000,28122.00000,NaN,47.70000,47.70000,NaN,NaN,NaN,NaN,NaN,1.40000,NaN,NaN,NaN,NaN
195810,1.30000,1.10000,28215.00000,NaN,47.80000,47.80000,NaN,NaN,NaN,NaN,NaN,1.30000,NaN,NaN,NaN,NaN
195811,2.00000,1.50000,28342.00000,NaN,48.00000,48.00000,NaN,NaN,NaN,NaN,NaN,2.00000,NaN,NaN,NaN,NaN
195812,4.80000,1.80000,28496.00000,NaN,48.40000,48.40000,NaN,NaN,NaN,NaN,NaN,4.90000,NaN,NaN,NaN,NaN
195901,6.80000,0.90000,28567.00000,157255.00000,49.00000,49.00000,NaN,NaN,NaN,NaN,NaN,6.80000,NaN,NaN,NaN,NaN
195902,6.60000,0.20000,28583.00000,157214.00000,49.50000,49.50000,NaN,NaN,NaN,NaN,NaN,6.60000,NaN,NaN,NaN,NaN
195903,6.00000,2.80000,28820.00000,158413.00000,50.00000,50.00000,NaN,NaN,NaN,NaN,NaN,5.90000,NaN,NaN,NaN,NaN
195904,5.40000,3.30000,29092.00000,159592.00000,50.50000,50.50000,NaN,NaN,NaN,NaN,NaN,5.50000,NaN,NaN,NaN,NaN
195905,6.60000,5.80000,29573.00000,162150.00000,51.00000,51.00000,NaN,NaN,NaN,NaN,NaN,6.50000,NaN,NaN,NaN,NaN
195906,8.00000,5.60000,30042.00000,164254.00000,51.70000,51.70000,NaN,NaN,NaN,NaN,NaN,8.00000,NaN,NaN,NaN,NaN
195907,8.20000,-0.20000,30026.00000,163826.00000,52.40000,52.40000,NaN,NaN,NaN,NaN,NaN,8.20000,NaN,NaN,NaN,NaN
195908,8.20000,5.20000,30456.00000,165937.00000,53.00000,53.00000,NaN,NaN,NaN,NaN,NaN,8.20000,NaN,NaN,NaN,NaN
195909,7.70000,2.30000,30646.00000,166536.00000,53.70000,53.70000,NaN,NaN,NaN,NaN,NaN,7.70000,NaN,NaN,NaN,NaN
195910,8.30000,3.20000,30915.00000,167588.00000,54.40000,54.40000,NaN,NaN,NaN,NaN,NaN,8.20000,NaN,NaN,NaN,NaN
195911,5.00000,1.90000,31076.00000,168361.00000,54.80000,54.80000,NaN,NaN,NaN,NaN,NaN,5.10000,NaN,NaN,NaN,NaN
195912,14.60000,2.50000,31288.00000,169317.00000,56.00000,56.00000,NaN,NaN,NaN,NaN,NaN,14.60000,NaN,NaN,NaN,NaN
196001,0.10000,1.70000,31433.00000,170184.00000,56.00000,56.00000,NaN,NaN,NaN,NaN,NaN,0.10000,NaN,NaN,NaN,NaN
196002,4.10000,5.20000,31870.00000,172382.00000,56.40000,56.40000,NaN,NaN,NaN,NaN,NaN,4.20000,NaN,NaN,NaN,NaN
196003,6.00000,2.70000,32093.00000,173485.00000,56.90000,56.90000,NaN,NaN,NaN,NaN,NaN,6.00000,NaN,NaN,NaN,NaN
196004,10.20000,2.40000,32293.00000,173936.00000,57.70000,57.70000,NaN,NaN,NaN,NaN,NaN,10.20000,NaN,NaN,NaN,NaN
196005,2.90000,3.60000,32591.00000,175352.00000,58.00000,58.00000,NaN,NaN,NaN,NaN,NaN,2.90000,NaN,NaN,NaN,NaN
196006,5.30000,5.00000,33011.00000,177536.00000,58.40000,58.40000,NaN,NaN,NaN,NaN,NaN,5.20000,NaN,NaN,NaN,NaN
196007,4.30000,-0.20000,32993.00000,177106.00000,58.70000,58.70000,NaN,NaN,NaN,NaN,NaN,4.30000,NaN,NaN,NaN,NaN
196008,2.40000,-1.80000,32840.00000,175991.00000,58.90000,58.90000,NaN,NaN,NaN,NaN,NaN,2.40000,NaN,NaN,NaN,NaN
196009,4.90000,1.40000,32956.00000,176500.00000,59.40000,59.40000,NaN,NaN,NaN,NaN,NaN,5.00000,NaN,NaN,NaN,NaN
196010,3.20000,0.50000,32996.00000,176515.00000,59.60000,59.60000,NaN,NaN,NaN,NaN,NaN,3.20000,NaN,NaN,NaN,NaN
196011,2.90000,1.50000,33118.00000,176563.00000,59.90000,59.90000,NaN,NaN,NaN,NaN,NaN,2.90000,NaN,NaN,NaN,NaN
196012,1.90000,-1.20000,33018.00000,176002.00000,60.00000,60.00000,NaN,NaN,NaN,NaN,NaN,1.80000,NaN,NaN,NaN,NaN
196101,7.70000,-0.20000,32999.00000,175873.00000,60.70000,60.70000,NaN,NaN,NaN,NaN,NaN,7.80000,NaN,NaN,NaN,NaN
196102,-4.30000,-0.40000,32966.00000,175528.00000,60.30000,60.30000,NaN,NaN,NaN,NaN,NaN,-4.30000,NaN,NaN,NaN,NaN
196103,1.80000,1.70000,33111.00000,176404.00000,60.50000,60.50000,NaN,NaN,NaN,NaN,NaN,1.70000,NaN,NaN,NaN,NaN
196104,-4.60000,-0.40000,33079.00000,176327.00000,60.10000,60.10000,NaN,NaN,NaN,NaN,NaN,-4.60000,NaN,NaN,NaN,NaN
196105,1.20000,-0.70000,33020.00000,175919.00000,60.20000,60.20000,NaN,NaN,NaN,NaN,NaN,1.20000,NaN,NaN,NaN,NaN
196106,1.80000,-0.80000,32955.00000,175479.00000,60.30000,60.30000,NaN,NaN,NaN,NaN,NaN,1.90000,NaN,NaN,NaN,NaN
196107,0.80000,0.70000,33012.00000,175409.00000,60.40000,60.40000,NaN,NaN,NaN,NaN,NaN,0.70000,NaN,NaN,NaN,NaN
196108,2.60000,1.40000,33131.00000,175892.00000,60.60000,60.60000,NaN,NaN,NaN,NaN,NaN,2.70000,NaN,NaN,NaN,NaN
196109,3.10000,1.00000,33214.00000,176127.00000,60.90000,60.90000,NaN,NaN,NaN,NaN,NaN,3.20000,NaN,NaN,NaN,NaN
196110,3.40000,0.00000,33215.00000,176141.00000,61.20000,61.20000,NaN,NaN,NaN,NaN,NaN,3.30000,NaN,NaN,NaN,NaN
196111,7.10000,0.80000,33280.00000,176467.00000,61.70000,61.70000,NaN,NaN,NaN,NaN,NaN,7.10000,NaN,NaN,NaN,NaN
196112,6.00000,1.80000,33429.00000,177211.00000,62.20000,62.20000,NaN,NaN,NaN,NaN,NaN,6.00000,NaN,NaN,NaN,NaN
196201,0.40000,1.80000,33582.00000,177673.00000,62.30000,62.30000,NaN,NaN,NaN,NaN,NaN,0.40000,NaN,NaN,NaN,NaN
196202,4.30000,1.60000,33712.00000,177881.00000,62.60000,62.60000,NaN,NaN,NaN,NaN,NaN,4.30000,NaN,NaN,NaN,NaN
196203,5.90000,2.30000,33907.00000,178684.00000,63.10000,63.10000,NaN,NaN,NaN,NaN,NaN,5.90000,NaN,NaN,NaN,NaN
196204,8.90000,2.60000,34121.00000,179603.00000,63.90000,63.90000,NaN,NaN,NaN,NaN,NaN,8.90000,NaN,NaN,NaN,NaN
196205,8.80000,1.80000,34269.00000,180278.00000,64.60000,64.60000,NaN,NaN,NaN,NaN,NaN,8.80000,NaN,NaN,NaN,NaN
196206,6.50000,2.90000,34509.00000,181426.00000,65.10000,65.10000,NaN,NaN,NaN,NaN,NaN,6.40000,NaN,NaN,NaN,NaN
196207,4.40000,2.80000,34740.00000,182746.00000,65.50000,65.50000,NaN,NaN,NaN,NaN,NaN,4.50000,NaN,NaN,NaN,NaN
196208,6.60000,3.60000,35038.00000,184052.00000,66.10000,66.10000,NaN,NaN,NaN,NaN,NaN,6.50000,NaN,NaN,NaN,NaN
196209,4.60000,3.40000,35318.00000,184631.00000,66.40000,66.40000,NaN,NaN,NaN,NaN,NaN,4.60000,NaN,NaN,NaN,NaN
196210,7.10000,3.80000,35635.00000,186493.00000,67.00000,67.00000,NaN,NaN,NaN,NaN,NaN,7.10000,NaN,NaN,NaN,NaN
196211,7.30000,3.60000,35939.00000,187946.00000,67.60000,67.60000,NaN,NaN,NaN,NaN,NaN,7.40000,NaN,NaN,NaN,NaN
196212,5.90000,0.60000,35986.00000,188261.00000,68.10000,68.10000,NaN,NaN,NaN,NaN,NaN,5.80000,NaN,NaN,NaN,NaN
196301,6.40000,0.60000,36039.00000,188066.00000,68.70000,68.70000,NaN,NaN,NaN,NaN,NaN,6.40000,NaN,NaN,NaN,NaN
196302,8.60000,1.00000,36126.00000,188343.00000,69.40000,69.40000,NaN,NaN,NaN,NaN,NaN,8.60000,NaN,NaN,NaN,NaN
196303,8.30000,1.50000,36251.00000,189152.00000,70.10000,70.10000,NaN,NaN,NaN,NaN,NaN,8.40000,NaN,NaN,NaN,NaN
196304,8.80000,2.50000,36458.00000,190252.00000,70.80000,70.80000,NaN,NaN,NaN,NaN,NaN,8.70000,NaN,NaN,NaN,NaN
196305,6.50000,2.00000,36626.00000,190830.00000,71.30000,71.30000,NaN,NaN,NaN,NaN,NaN,6.40000,NaN,NaN,NaN,NaN
196306,6.50000,1.40000,36740.00000,191006.00000,71.90000,71.90000,NaN,NaN,NaN,NaN,NaN,6.50000,NaN,NaN,NaN,NaN
196307,10.10000,1.60000,36872.00000,191324.00000,72.70000,72.70000,NaN,NaN,NaN,NaN,NaN,10.10000,NaN,NaN,NaN,NaN
196308,10.30000,2.10000,37047.00000,191973.00000,73.60000,73.60000,NaN,NaN,NaN,NaN,NaN,10.30000,NaN,NaN,NaN,NaN
196309,7.10000,3.50000,37341.00000,193537.00000,74.20000,74.20000,NaN,NaN,NaN,NaN,NaN,7.10000,NaN,NaN,NaN,NaN
196310,11.30000,5.80000,37821.00000,195639.00000,75.10000,75.10000,NaN,NaN,NaN,NaN,NaN,11.30000,NaN,NaN,NaN,NaN
196311,6.00000,9.10000,38579.00000,199282.00000,75.60000,75.60000,NaN,NaN,NaN,NaN,NaN,5.90000,NaN,NaN,NaN,NaN
196312,11.60000,5.60000,39045.00000,201377.00000,76.60000,76.60000,NaN,NaN,NaN,NaN,NaN,11.70000,NaN,NaN,NaN,NaN
196401,10.60000,-1.40000,38931.00000,200365.00000,77.50000,77.50000,NaN,NaN,NaN,NaN,NaN,10.60000,NaN,NaN,NaN,NaN
196402,10.60000,3.20000,39195.00000,201424.00000,78.30000,78.30000,NaN,NaN,NaN,NaN,NaN,10.50000,NaN,NaN,NaN,NaN
196403,10.80000,0.10000,39201.00000,201330.00000,79.20000,79.20000,NaN,NaN,NaN,NaN,NaN,10.90000,NaN,NaN,NaN,NaN
196404,8.00000,4.20000,39554.00000,202976.00000,79.90000,79.90000,NaN,NaN,NaN,NaN,NaN,8.00000,NaN,NaN,NaN,NaN
196405,11.00000,3.90000,39882.00000,204639.00000,80.80000,80.80000,NaN,NaN,NaN,NaN,NaN,11.10000,NaN,NaN,NaN,NaN
196406,7.20000,3.10000,40137.00000,205651.00000,81.40000,81.40000,NaN,NaN,NaN,NaN,NaN,7.10000,NaN,NaN,NaN,NaN
196407,10.30000,3.50000,40428.00000,206867.00000,82.30000,82.30000,NaN,NaN,NaN,NaN,NaN,10.40000,NaN,NaN,NaN,NaN
196408,8.20000,4.90000,40839.00000,208799.00000,83.00000,83.00000,NaN,NaN,NaN,NaN,NaN,8.10000,NaN,NaN,NaN,NaN
196409,11.40000,6.90000,41418.00000,211435.00000,83.90000,83.90000,NaN,NaN,NaN,NaN,NaN,11.40000,NaN,NaN,NaN,NaN
196410,7.30000,2.50000,41625.00000,212351.00000,84.50000,84.50000,NaN,NaN,NaN,NaN,NaN,7.30000,NaN,NaN,NaN,NaN
196411,4.90000,5.30000,42068.00000,214316.00000,84.90000,84.90000,NaN,NaN,NaN,NaN,NaN,5.00000,NaN,NaN,NaN,NaN
196412,12.20000,8.00000,42737.00000,217403.00000,86.00000,86.00000,NaN,NaN,NaN,NaN,NaN,12.20000,NaN,NaN,NaN,NaN
196501,14.60000,9.90000,43562.00000,221363.00000,87.20000,87.20000,NaN,NaN,NaN,NaN,NaN,14.70000,NaN,NaN,NaN,NaN
196502,11.60000,12.70000,44618.00000,226637.00000,88.20000,88.20000,NaN,NaN,NaN,NaN,NaN,11.60000,NaN,NaN,NaN,NaN
196503,9.20000,11.30000,45563.00000,231143.00000,88.90000,88.90000,NaN,NaN,NaN,NaN,NaN,9.20000,NaN,NaN,NaN,NaN
196504,13.60000,7.70000,46203.00000,234022.00000,90.00000,90.00000,NaN,NaN,NaN,NaN,NaN,13.60000,NaN,NaN,NaN,NaN
