Month,USBPPRVTO,USCMSSATP,USCSALETP,USCSAVGEA,USCSHP10E,USCSHP20E,USCSMEDEA,USCSPFEDB,USCSPSTLB,USEM23..O,USEM236.O,USEM2361O,USEM2362O,USEM237.O,USEM2380O,USEM238NO,USEM531.O,USEXCNDOO,USEXHOMEO,USEXHOUSE,USHAUTHPP,USHBEGUNP,USHCOMPLP,USHCSA1.P,USHCSO1.P,USHK23..G,USHK23..O,USHKA23.G,USHMSCO1P,USHMSSAEP,USHMSSATP,USHNSA1.P,USHNSO1.P,USHOUSATE,USHOUSE.O,USHOUSEM,USHOUSEP,USHOUSESE,USHPAVGEA,USHPMEDEA,USHPPURME,USHSALE1O,USHSALEEP,USHSALETP,USHSAPSOO,USHSAVGEA,USHSMEDEA,USHSOLD1P,USHSOLDEP,USHUNDERP,USHUSA1.P,USHUSO1.P,USICBCMLB,USICBFUNB,USICBHASB,USICBNRSB,USICBOFFB,USICBPOWB,USICBRESB,USICBTRNB,USICNCMLB,USICNCOMB,USICNDISB,USICNEDUB,USICNFUNB,USICNHASB,USICNINNB,USICNMEDB,USICNMFGB,USICNNRSB,USICNOFFB,USICNPOWB,USICNPUBB,USICNRESB,USICNTRNB,USICNWATB,USICPCMLB,USICPCOMB,USICPFUNB,USICPINNB,USICPMFGB,USICPOFFB,USICPPOWB,USICPRESB,USICPTRNB,USIP325NG,USIP3273G,USIP327CG,USIP327RG,USIP331BG,USIP333CG,USIPMCNSG,USJCUTCNP,USJCUTREP,USMEMCOOH,USMEMI23H,USMEMI53H,USMGPCE1A,USMGPCN1A,USNAHB1E,USNAHB1P,USNAHBBT,USNAHBMI,USNCPRIVB,USNEWCONB,USPHSI..G,USPVHCONE,USPVHOUCE,USTCBHEP,USTCBHEW,USTCBHEX,USWH23..O
200205,1716.00000,4.20000,238.00000,171000.00000,130.34000,125.93000,142900.00000,16.70000,198.40000,6684.00000,1565.90000,799.30000,766.60000,928.40000,1875.80000,2313.40000,1350.80000,674.00000,5640.00000,4970.00000,164.20000,165.50000,139.40000,83.00000,23.00000,98.70000,38.10000,NaN,4.00000,4.70000,4.70000,46.00000,32.00000,1716.00000,1764.00000,181000.00000,226500.00000,978.00000,207700.00000,164200.00000,160.39000,327.00000,1950.00000,2188.00000,4.00000,203000.00000,162000.00000,88.00000,477.00000,1024.60000,198.00000,34.00000,3.42300,9.43700,56.19100,210.15400,9.98400,4.56500,4.94100,19.55100,62.74100,18.73500,16.23700,75.57700,16.98800,56.27800,11.83800,26.45900,23.86200,451.78900,45.63600,37.87100,215.09400,399.16400,26.45200,13.38400,59.31800,18.54400,7.55100,11.58100,23.65000,35.65200,33.30700,394.22300,6.90000,106.60630,87.89640,93.61420,86.45270,90.55450,60.87020,92.49170,NaN,NaN,NaN,NaN,NaN,220.90000,265.00000,69.00000,67.00000,45.00000,61.00000,635.84000,850.93500,99.40000,1019.00000,1705.00000,3.60000,1.10000,1.50000,NaN
200206,1758.00000,3.70000,201.00000,182300.00000,132.22000,127.39000,153700.00000,16.60000,193.20000,6701.00000,1568.90000,798.70000,770.20000,932.80000,1877.20000,2322.10000,1353.00000,653.00000,5510.00000,4860.00000,158.00000,160.30000,138.20000,83.00000,20.00000,100.10000,38.60000,NaN,4.10000,5.00000,4.90000,42.00000,29.00000,1758.00000,1717.00000,190600.00000,225200.00000,957.00000,219300.00000,173200.00000,161.38000,328.00000,2030.00000,2231.00000,4.20000,215000.00000,171000.00000,84.00000,482.00000,1045.70000,202.00000,36.00000,3.20900,9.46500,55.27300,204.43300,8.86900,3.92900,5.38500,19.72600,60.98200,19.25600,16.05800,71.90700,17.19900,55.42700,10.99100,27.68600,23.20000,439.77700,44.07600,33.83900,209.81800,407.30500,26.72500,12.55600,57.77300,19.23400,7.73400,10.63300,22.98100,35.20800,29.91100,401.92000,7.00000,106.11040,88.67690,95.60280,86.98010,90.38660,61.98320,93.26000,NaN,NaN,NaN,NaN,NaN,232.30000,268.20000,68.00000,66.00000,45.00000,61.00000,636.95900,846.77700,98.60000,1023.00000,1589.00000,3.40000,0.80000,1.50000,NaN
200207,1738.00000,3.90000,206.00000,169200.00000,134.10000,128.88000,145200.00000,17.10000,196.10000,6688.00000,1569.60000,800.80000,768.80000,925.40000,1882.30000,2310.90000,1350.10000,627.00000,5410.00000,4780.00000,159.30000,155.90000,136.60000,79.00000,24.00000,98.70000,38.20000,NaN,3.80000,4.70000,4.60000,46.00000,27.00000,1738.00000,1655.00000,175600.00000,217800.00000,956.00000,215900.00000,171700.00000,162.40000,333.00000,1870.00000,2076.00000,4.20000,210000.00000,169000.00000,82.00000,478.00000,1064.90000,209.00000,32.00000,3.37200,9.36700,58.18900,207.60800,9.12900,3.97100,5.53900,19.20100,58.97100,18.73000,16.32200,72.83200,16.82400,58.33700,10.49600,27.60200,22.09000,437.03400,43.83200,33.92800,213.14800,410.17100,25.85400,11.97600,55.59900,18.70700,7.45600,10.13500,21.86800,34.70300,29.95800,404.63200,6.65300,105.75550,89.53630,94.54200,88.23640,78.92980,60.93370,91.90560,NaN,NaN,NaN,NaN,NaN,226.50000,268.20000,69.00000,66.00000,46.00000,61.00000,633.98200,847.12900,100.60000,1029.00000,1615.00000,3.80000,0.90000,1.90000,NaN
200208,1695.00000,4.40000,233.00000,182000.00000,135.95000,130.30000,153100.00000,16.10000,196.30000,6701.00000,1577.20000,807.10000,770.10000,922.10000,1892.40000,2309.60000,1353.00000,631.00000,5360.00000,4730.00000,153.70000,147.00000,158.30000,80.00000,24.00000,99.30000,38.40000,NaN,3.90000,5.10000,5.00000,50.00000,33.00000,1695.00000,1633.00000,178900.00000,221300.00000,1014.00000,211600.00000,169100.00000,163.51000,334.00000,2010.00000,2243.00000,4.00000,208000.00000,167000.00000,90.00000,485.00000,1045.50000,203.00000,33.00000,3.60000,9.57000,57.26700,207.25600,8.92500,3.46600,5.18100,19.29600,61.22300,17.95600,16.27800,73.64300,17.07800,57.41800,10.11200,27.76300,20.83700,434.69800,43.16800,31.05100,212.43700,404.05500,26.45000,12.18900,57.62300,17.93100,7.50800,9.61300,20.73300,34.24300,27.58500,398.87500,7.15400,105.54700,88.66460,94.10260,87.27430,85.61010,66.16870,92.41380,NaN,NaN,NaN,NaN,NaN,232.20000,267.50000,66.00000,59.00000,41.00000,55.00000,626.57100,839.00800,102.00000,1013.00000,1722.00000,4.50000,1.70000,1.90000,NaN
200209,1803.00000,4.30000,236.00000,173200.00000,137.60000,131.53000,147500.00000,15.80000,196.90000,6702.00000,1576.20000,809.40000,766.80000,919.20000,1904.50000,2301.80000,1362.60000,654.00000,5520.00000,4870.00000,149.50000,155.60000,146.60000,84.00000,22.00000,99.60000,38.60000,NaN,3.80000,4.90000,4.80000,47.00000,30.00000,1803.00000,1804.00000,177500.00000,215300.00000,1044.00000,211300.00000,167600.00000,164.52000,333.00000,1990.00000,2226.00000,3.90000,207000.00000,165000.00000,82.00000,402.00000,1053.80000,201.00000,30.00000,3.50800,10.64900,56.59800,207.47100,8.30900,3.11100,5.24000,18.88200,61.99700,16.99200,16.12100,74.36400,17.85400,56.79100,10.39800,27.95100,20.16800,432.04000,42.07600,29.55300,212.71100,400.05900,25.81800,12.71800,58.48900,16.93800,7.20500,9.86500,20.02800,33.76700,26.44200,394.82000,6.93600,105.47200,90.39000,95.07400,89.14680,83.92000,59.34170,93.16960,NaN,NaN,NaN,NaN,NaN,234.20000,266.70000,70.00000,69.00000,48.00000,63.00000,619.42400,832.13400,102.80000,1024.00000,1641.00000,3.30000,0.90000,1.40000,NaN
200210,1799.00000,4.50000,249.00000,178200.00000,139.37000,132.85000,146000.00000,16.50000,197.70000,6689.00000,1572.30000,810.50000,761.80000,919.50000,1906.30000,2291.30000,1367.70000,664.00000,5680.00000,5020.00000,162.90000,146.80000,143.20000,84.00000,22.00000,98.70000,38.30000,NaN,4.00000,4.90000,4.90000,50.00000,28.00000,1799.00000,1648.00000,189200.00000,231300.00000,1006.00000,209600.00000,168600.00000,165.62000,335.00000,2050.00000,2299.00000,4.00000,206000.00000,166000.00000,77.00000,425.00000,1057.00000,208.00000,27.00000,3.64400,9.76000,57.61500,209.13000,8.73400,4.38200,5.01400,18.19000,61.77200,17.83000,15.73400,75.45700,17.34000,57.69300,10.62400,28.39200,20.90800,437.70200,41.62100,33.20200,214.14400,402.09100,24.91100,12.99900,58.12900,17.78400,7.58000,10.00800,20.69100,32.88700,28.82000,397.07700,6.72100,105.62760,88.93720,92.80520,87.86250,84.86580,57.76910,92.84080,NaN,NaN,NaN,NaN,NaN,233.30000,258.70000,66.00000,67.00000,46.00000,61.00000,625.54700,839.69000,100.90000,1026.00000,1601.00000,3.10000,0.80000,1.40000,NaN
200211,1771.00000,5.20000,293.00000,182300.00000,141.01000,134.10000,150600.00000,16.70000,197.60000,6713.00000,1586.00000,826.70000,759.30000,915.00000,1914.80000,2297.30000,1371.00000,670.00000,5730.00000,5060.00000,126.80000,133.00000,149.70000,86.00000,22.00000,98.30000,38.00000,NaN,3.80000,4.90000,4.90000,49.00000,27.00000,1771.00000,1753.00000,181200.00000,227100.00000,1024.00000,210300.00000,170600.00000,166.61000,338.00000,2070.00000,2363.00000,4.00000,207000.00000,168000.00000,73.00000,381.00000,1039.70000,206.00000,25.00000,3.69200,9.75600,56.33200,209.19800,8.58600,5.80300,5.18500,18.83800,61.07100,17.11100,15.84300,75.31500,16.70100,56.46400,9.92000,28.48600,21.00400,437.91400,41.71100,36.54900,214.38300,406.60900,25.42500,12.62300,57.37900,17.07300,6.94500,9.29600,20.80400,33.12500,30.74600,401.42400,6.58800,106.18280,88.24800,93.54750,86.86980,92.90520,58.67840,92.76470,NaN,80.00000,NaN,NaN,NaN,236.70000,256.70000,66.00000,67.00000,49.00000,62.00000,630.31400,844.69700,104.40000,1031.00000,1718.00000,3.10000,0.80000,1.50000,NaN
200212,1896.00000,4.30000,248.00000,188600.00000,142.57000,135.40000,156600.00000,17.70000,204.00000,6700.00000,1573.70000,816.80000,756.90000,912.20000,1919.90000,2294.30000,1372.40000,686.00000,5970.00000,5280.00000,135.80000,123.10000,160.40000,88.00000,22.00000,98.60000,38.30000,NaN,4.00000,4.30000,4.30000,49.00000,26.00000,1896.00000,1788.00000,197600.00000,237800.00000,1048.00000,214500.00000,172800.00000,167.77000,339.00000,1890.00000,2138.00000,4.00000,211000.00000,171000.00000,70.00000,405.00000,1001.20000,208.00000,22.00000,3.20900,9.84400,64.27900,216.65600,8.95000,6.06300,5.08600,18.03900,57.91900,18.26400,16.15900,73.83400,16.73100,64.39400,9.98300,28.15100,20.38400,439.16500,40.60400,35.49100,221.74200,416.84400,24.52400,12.96200,54.71100,18.22700,6.88700,9.30200,20.21400,31.65400,29.42800,411.75800,6.48500,107.19080,87.66850,89.91530,86.92470,79.69710,53.66320,92.06290,NaN,0.00000,NaN,NaN,NaN,229.30000,266.90000,68.00000,69.00000,48.00000,63.00000,634.17900,855.92100,103.20000,1033.00000,1671.00000,3.20000,1.00000,1.40000,NaN
200301,1808.00000,4.20000,248.00000,192700.00000,143.86000,136.47000,156900.00000,17.30000,201.90000,6704.00000,1574.70000,817.80000,756.90000,913.00000,1919.80000,2296.60000,1369.90000,702.00000,6030.00000,5330.00000,126.40000,117.80000,113.30000,87.00000,20.00000,98.80000,38.50000,NaN,4.40000,4.60000,4.60000,52.00000,30.00000,1816.00000,1853.00000,181700.00000,230200.00000,999.00000,210200.00000,167800.00000,168.83000,341.00000,2040.00000,2288.00000,4.00000,208000.00000,167000.00000,76.00000,312.00000,1005.20000,208.00000,26.00000,3.55300,9.84400,61.13400,213.99700,8.88400,6.45100,5.26100,17.91000,60.39000,13.61400,16.25700,75.14000,16.35000,61.24600,10.11200,27.69000,19.70300,440.81600,39.80800,43.64000,219.25800,423.04900,24.65500,12.69700,56.83700,13.58900,6.50600,9.38200,19.59800,30.92500,37.18900,417.78800,6.74500,108.20430,89.15320,96.19700,87.39370,91.20510,57.65360,92.41430,NaN,300.00000,NaN,NaN,NaN,237.20000,278.90000,67.00000,68.00000,45.00000,62.00000,644.59700,863.85500,105.70000,1049.00000,1654.00000,3.60000,1.20000,1.70000,NaN
200302,1854.00000,6.60000,399.00000,190800.00000,145.05000,137.46000,155800.00000,17.60000,198.50000,6667.00000,1569.50000,817.70000,751.80000,904.90000,1916.40000,2276.10000,1376.00000,726.00000,6020.00000,5290.00000,128.50000,109.70000,115.70000,86.00000,20.00000,95.60000,37.40000,NaN,4.60000,4.50000,4.70000,55.00000,30.00000,1866.00000,1629.00000,187000.00000,233400.00000,936.00000,209000.00000,167100.00000,169.86000,341.00000,1980.00000,2379.00000,4.50000,207000.00000,166000.00000,82.00000,307.00000,999.40000,199.00000,31.00000,3.52200,9.36700,58.54900,210.87300,8.88800,6.92300,5.20500,18.60800,58.70400,13.69000,16.51000,72.93500,16.44600,58.63000,10.07800,29.15300,19.81700,436.51900,38.23300,44.58000,216.07800,422.70500,25.48400,13.15300,55.18300,13.64300,7.07900,9.41600,19.75400,29.34400,37.65700,417.50000,6.87700,108.54510,87.29890,86.30140,87.22960,76.36770,60.49060,91.65120,NaN,0.00000,NaN,NaN,NaN,233.30000,235.10000,67.00000,70.00000,44.00000,63.00000,643.14600,859.22500,99.30000,1044.00000,1688.00000,3.80000,1.00000,1.70000,NaN
200303,1757.00000,4.80000,276.00000,194200.00000,146.14000,138.39000,162500.00000,16.40000,191.90000,6654.00000,1567.80000,821.10000,746.70000,897.70000,1922.70000,2266.20000,1382.00000,692.00000,5860.00000,5170.00000,148.40000,147.20000,125.40000,82.00000,25.00000,97.80000,38.60000,NaN,4.70000,4.70000,4.70000,51.00000,36.00000,1754.00000,1726.00000,185100.00000,231100.00000,999.00000,212300.00000,170300.00000,170.49000,338.00000,2020.00000,2296.00000,4.10000,210000.00000,169000.00000,98.00000,394.00000,1014.20000,197.00000,37.00000,3.07900,9.12100,53.49600,203.31700,8.64300,6.88900,4.92900,17.68500,58.82500,14.37500,15.65200,73.93100,16.69300,53.63600,10.87700,28.92500,20.77200,432.96900,37.99400,45.56200,208.24600,418.23200,24.25200,12.76500,55.74600,14.29700,7.57200,10.11200,20.72300,29.35100,38.67300,413.30300,6.56800,107.88850,88.81790,92.08100,87.84620,61.79530,59.73980,91.30290,NaN,70.00000,NaN,NaN,NaN,232.90000,252.90000,63.00000,63.00000,39.00000,56.00000,642.88600,851.13200,103.50000,1044.00000,1638.00000,3.20000,0.90000,1.30000,NaN
200304,1803.00000,4.50000,262.00000,197800.00000,147.14000,139.24000,166900.00000,18.50000,193.40000,6689.00000,1576.50000,828.90000,747.60000,897.80000,1933.80000,2281.10000,1387.90000,694.00000,5840.00000,5150.00000,167.60000,151.20000,129.50000,81.00000,22.00000,96.90000,38.00000,NaN,4.70000,5.20000,5.10000,54.00000,35.00000,1798.00000,1643.00000,189500.00000,237200.00000,1012.00000,218000.00000,172500.00000,171.53000,340.00000,2230.00000,2492.00000,4.10000,216000.00000,172000.00000,91.00000,456.00000,1032.20000,204.00000,35.00000,3.79700,9.52100,54.50700,206.90400,8.70000,7.09200,4.98300,18.65000,60.14000,14.45700,16.10800,73.22000,17.25000,54.69200,10.43000,28.95300,20.65500,433.99600,37.22000,43.99400,211.88700,425.49300,25.17900,12.28000,56.34300,14.35500,7.72900,9.54400,20.54100,28.52000,36.90100,420.51000,6.52900,106.67230,88.46210,94.82280,86.84020,73.16110,59.65800,90.31140,NaN,40.00000,NaN,NaN,NaN,240.30000,266.00000,63.00000,59.00000,42.00000,55.00000,647.57200,859.45900,105.60000,1043.00000,1662.00000,3.40000,1.30000,1.40000,NaN
200305,1835.00000,4.60000,265.00000,197300.00000,148.19000,140.15000,167500.00000,18.80000,194.40000,6706.00000,1572.80000,829.00000,743.80000,901.10000,1943.30000,2289.00000,1386.30000,698.00000,5940.00000,5240.00000,169.50000,165.00000,142.90000,81.00000,24.00000,98.40000,38.50000,NaN,4.50000,4.80000,4.80000,55.00000,38.00000,1846.00000,1751.00000,195500.00000,243700.00000,1078.00000,221600.00000,176300.00000,172.43000,343.00000,2100.00000,2365.00000,3.90000,219000.00000,175000.00000,101.00000,498.00000,1055.60000,204.00000,39.00000,4.11400,10.20900,53.78100,207.99700,8.47800,7.09200,5.12700,18.32300,61.31700,14.68800,15.72700,75.30300,17.96900,53.94900,14.65300,29.29700,22.15700,440.57000,37.26300,41.12900,213.12400,426.27000,24.84100,12.53700,57.20300,14.57200,7.75900,13.80400,22.07200,28.78500,34.03800,421.14300,6.51800,105.71560,91.31910,94.98840,90.26050,67.70540,59.90580,91.53130,NaN,420.00000,NaN,NaN,NaN,238.40000,275.30000,69.00000,66.00000,44.00000,60.00000,653.69000,866.81400,106.00000,1047.00000,1733.00000,3.80000,1.10000,1.70000,NaN
200306,1875.00000,3.80000,225.00000,204200.00000,149.13000,140.92000,174400.00000,18.60000,199.80000,6723.00000,1573.40000,836.90000,736.50000,902.00000,1958.50000,2289.20000,1381.60000,704.00000,5940.00000,5240.00000,175.80000,174.50000,144.20000,77.00000,26.00000,98.60000,38.50000,NaN,4.60000,5.10000,5.00000,54.00000,42.00000,1871.00000,1867.00000,187900.00000,239700.00000,1193.00000,232000.00000,185000.00000,173.28000,343.00000,2230.00000,2455.00000,3.50000,229000.00000,184000.00000,107.00000,534.00000,1083.90000,211.00000,39.00000,4.40100,9.32100,55.70300,213.18500,8.62600,8.24500,5.23400,18.73700,62.65500,14.76300,16.34700,76.24700,17.41600,55.86600,10.82600,29.74400,22.54200,444.68300,38.83900,41.44900,218.41900,436.16300,25.30300,12.71900,58.25400,14.65900,8.09500,9.94900,22.40300,30.21300,33.20300,430.92900,6.56600,105.46570,91.05350,96.77240,89.57190,86.30720,59.43120,91.80660,NaN,420.00000,NaN,NaN,NaN,241.40000,283.30000,71.00000,68.00000,48.00000,63.00000,662.44600,880.86500,110.60000,1064.00000,1641.00000,3.00000,0.90000,1.50000,NaN
200307,1885.00000,4.10000,253.00000,197500.00000,150.64000,142.12000,171600.00000,18.10000,199.60000,6735.00000,1569.10000,836.70000,732.40000,904.00000,1971.00000,2290.50000,1389.50000,743.00000,6270.00000,5530.00000,173.00000,175.80000,141.60000,75.00000,24.00000,98.40000,38.40000,NaN,4.30000,4.60000,4.50000,52.00000,37.00000,1892.00000,1897.00000,190200.00000,248400.00000,1168.00000,230400.00000,185800.00000,174.56000,342.00000,2120.00000,2373.00000,3.60000,227000.00000,184000.00000,99.00000,553.00000,1117.30000,214.00000,38.00000,4.32800,8.82000,55.49000,212.51700,9.33400,7.83400,5.12300,18.24800,63.74800,15.19400,16.52000,76.20000,16.65500,55.69500,10.56500,29.06500,21.49200,437.22400,39.25600,35.15100,217.64000,454.04000,24.69200,12.52200,59.41900,15.05100,7.83600,9.55300,21.44400,29.92100,27.31800,448.91700,6.44400,105.33350,91.93050,100.26500,89.90700,70.55420,57.83320,91.55130,NaN,1551.00000,NaN,NaN,NaN,239.40000,283.40000,73.00000,71.00000,50.00000,65.00000,673.62400,891.26400,113.30000,1078.00000,1680.00000,3.50000,0.90000,1.70000,NaN
200308,1966.00000,4.20000,263.00000,199300.00000,152.43000,143.53000,171800.00000,18.50000,201.70000,6760.00000,1571.60000,840.20000,731.40000,906.70000,1987.00000,2294.30000,1391.00000,759.00000,6520.00000,5760.00000,169.90000,163.80000,143.20000,74.00000,25.00000,99.30000,38.60000,NaN,4.20000,4.60000,4.60000,55.00000,41.00000,1964.00000,1833.00000,190500.00000,241000.00000,1206.00000,231100.00000,185300.00000,175.88000,346.00000,2210.00000,2473.00000,3.50000,227000.00000,184000.00000,105.00000,569.00000,1136.00000,213.00000,39.00000,4.23100,8.60200,57.47300,214.56800,9.10000,8.84200,5.64500,18.50800,64.37900,14.35200,16.67000,74.95400,16.32300,57.61100,10.44100,29.25300,21.55100,443.16300,39.81300,39.50400,220.21300,458.67600,24.99800,12.86900,60.14800,14.24400,7.72100,9.57200,21.51700,30.71300,30.66100,453.03100,6.48900,104.47660,92.33740,100.77530,90.31030,73.00120,62.89410,92.00290,NaN,0.00000,NaN,NaN,NaN,248.30000,280.10000,77.00000,73.00000,51.00000,67.00000,681.62600,901.83900,108.10000,1102.00000,1570.00000,4.10000,1.30000,1.50000,NaN
200309,1961.00000,4.10000,263.00000,200100.00000,154.65000,145.26000,175200.00000,18.40000,200.80000,6783.00000,1581.00000,850.20000,730.80000,909.00000,1993.80000,2299.40000,1390.90000,775.00000,6580.00000,5800.00000,169.10000,171.30000,152.50000,76.00000,23.00000,99.30000,38.40000,NaN,4.00000,4.30000,4.30000,55.00000,34.00000,1943.00000,1939.00000,192000.00000,254500.00000,1131.00000,226900.00000,182400.00000,177.30000,350.00000,2080.00000,2343.00000,3.80000,224000.00000,181000.00000,90.00000,498.00000,1152.40000,219.00000,33.00000,4.55700,8.47200,59.79900,213.92800,9.28700,7.46500,5.27700,18.51600,62.74300,14.79100,17.03400,74.27300,16.56500,59.97700,10.39900,29.07900,22.42200,447.62800,40.28100,42.52300,219.20500,463.95400,25.18400,12.24600,58.18600,14.68200,8.09200,9.51700,22.31700,30.99400,35.05800,458.67600,6.66900,102.71410,91.18140,102.40430,88.58720,72.86800,62.79220,91.82710,NaN,0.00000,NaN,NaN,NaN,229.00000,275.60000,78.00000,73.00000,50.00000,67.00000,692.38400,911.58900,108.30000,1121.00000,1719.00000,3.10000,1.20000,1.20000,NaN
200310,2012.00000,4.00000,253.00000,199900.00000,156.81000,146.99000,166300.00000,18.70000,204.00000,6784.00000,1582.20000,854.60000,727.60000,900.70000,2006.20000,2295.00000,1393.30000,762.00000,6390.00000,5630.00000,182.80000,173.50000,155.40000,79.00000,21.00000,99.00000,38.40000,NaN,3.80000,4.60000,4.50000,61.00000,34.00000,2015.00000,1967.00000,194100.00000,242800.00000,1144.00000,226400.00000,181700.00000,178.35000,361.00000,2160.00000,2413.00000,3.80000,223000.00000,180000.00000,88.00000,481.00000,1163.30000,227.00000,33.00000,4.60500,8.69700,58.85300,217.35600,9.00700,10.73800,5.37900,18.33200,62.85500,14.26600,17.15800,74.43300,17.18000,59.01300,10.59700,29.71000,22.84600,450.47700,42.37300,42.22800,222.73500,475.23400,24.97700,12.11200,58.25100,14.19400,8.48400,9.79600,22.79700,33.36600,31.49100,469.85500,6.64600,101.30840,92.33630,107.11780,89.00560,76.54690,63.72920,92.25800,NaN,145.00000,95.00000,100.00000,93.00000,236.00000,273.70000,79.00000,75.00000,51.00000,69.00000,702.99700,925.73200,110.70000,1135.00000,1728.00000,3.20000,1.00000,1.20000,NaN
200311,1918.00000,4.30000,270.00000,203500.00000,159.17000,148.82000,171500.00000,17.10000,197.50000,6796.00000,1584.40000,858.50000,725.90000,899.40000,2024.20000,2287.60000,1393.40000,745.00000,6230.00000,5480.00000,130.50000,153.70000,148.50000,82.00000,19.00000,99.60000,38.50000,NaN,4.00000,4.90000,4.80000,51.00000,28.00000,1920.00000,2083.00000,207100.00000,268300.00000,1093.00000,225000.00000,180200.00000,179.72000,366.00000,2240.00000,2510.00000,4.10000,222000.00000,179000.00000,76.00000,395.00000,1166.50000,235.00000,28.00000,3.94000,8.48800,58.46600,209.41700,8.75800,7.75400,5.19600,18.05700,60.48900,14.86900,17.05400,71.88800,16.58400,58.68600,10.08500,30.00300,21.98800,435.49400,41.29300,36.57200,214.61200,490.44100,24.40200,12.32800,56.54900,14.73600,8.09700,9.49700,21.94100,32.53500,28.81700,485.24500,6.34600,101.89600,92.59560,103.66280,90.08360,81.38030,70.82690,93.47890,NaN,192.00000,92.00000,100.00000,97.00000,230.90000,284.60000,79.00000,75.00000,48.00000,68.00000,711.37300,925.98500,110.30000,1158.00000,1692.00000,3.00000,0.50000,2.00000,NaN
200312,1987.00000,3.50000,230.00000,217100.00000,161.64000,150.76000,181300.00000,16.50000,196.40000,6827.00000,1590.30000,863.30000,727.00000,903.40000,2034.20000,2298.60000,1396.90000,785.00000,6490.00000,5700.00000,147.90000,144.20000,166.40000,90.00000,18.00000,98.60000,38.00000,NaN,3.60000,4.30000,4.20000,51.00000,29.00000,1979.00000,2057.00000,196000.00000,253900.00000,1129.00000,233000.00000,185400.00000,181.19000,370.00000,2040.00000,2270.00000,4.00000,231000.00000,185000.00000,75.00000,447.00000,1141.40000,236.00000,28.00000,3.89500,8.26700,57.71900,207.66400,8.35100,7.86900,5.28100,16.68000,61.70600,15.29400,17.59200,73.34300,16.54400,57.91600,9.48100,31.00500,21.44500,439.81500,40.78800,40.95100,212.94600,508.63700,23.22200,12.09700,57.81100,15.20100,8.27700,9.02000,21.39200,32.43700,33.08300,503.35600,6.54200,105.36750,91.05240,105.87410,87.76280,98.48570,71.94670,93.32420,NaN,0.00000,81.00000,72.00000,99.00000,223.90000,275.90000,76.00000,76.00000,51.00000,69.00000,735.54500,948.49100,109.10000,1183.00000,1716.00000,3.20000,0.80000,1.50000,NaN
200401,1952.00000,3.60000,215.00000,220200.00000,164.01000,152.63000,183400.00000,17.30000,195.20000,6848.00000,1592.20000,866.40000,725.80000,904.10000,2054.90000,2296.50000,1400.00000,720.00000,6230.00000,5510.00000,132.00000,124.50000,118.60000,92.00000,19.00000,99.10000,38.10000,NaN,3.80000,4.40000,4.30000,52.00000,40.00000,1971.00000,1911.00000,209500.00000,262100.00000,1165.00000,224700.00000,178500.00000,182.49000,374.00000,2020.00000,2235.00000,3.80000,224000.00000,179000.00000,89.00000,313.00000,1145.70000,231.00000,30.00000,3.68800,9.35300,56.93600,207.51800,8.74800,7.41600,5.01900,17.63800,62.64600,13.00700,17.36400,70.89700,16.87800,57.30400,9.26800,29.46700,21.33300,434.86700,39.54000,41.89200,212.53600,503.95900,24.26700,12.86900,58.95800,12.92700,7.52500,8.77800,21.25300,30.79300,34.47600,498.94000,6.62900,110.22400,91.85240,100.96020,89.81190,82.31320,62.91780,93.32650,NaN,0.00000,92.00000,97.00000,96.00000,236.00000,263.20000,76.00000,75.00000,50.00000,68.00000,726.29000,938.82600,111.80000,1191.00000,1709.00000,3.50000,1.00000,1.60000,NaN
200402,1966.00000,4.30000,278.00000,216800.00000,166.42000,154.54000,180400.00000,16.50000,193.80000,6838.00000,1588.60000,867.30000,721.30000,894.90000,2062.50000,2292.30000,1400.50000,784.00000,6410.00000,5630.00000,137.10000,126.40000,119.50000,87.00000,24.00000,100.00000,38.40000,NaN,4.40000,4.50000,4.50000,54.00000,42.00000,1956.00000,1846.00000,219600.00000,264100.00000,1159.00000,228700.00000,180800.00000,183.90000,372.00000,2110.00000,2388.00000,3.70000,227000.00000,181000.00000,102.00000,331.00000,1149.90000,225.00000,35.00000,3.70900,8.42000,54.67100,205.67900,9.35000,7.03200,4.64300,17.34600,62.81900,14.23500,17.51000,72.22800,16.35100,55.21200,10.58300,30.75400,22.32100,432.73000,41.20000,34.38000,210.32200,505.92600,24.28200,12.61300,59.11000,14.17300,7.93100,10.06700,22.11600,31.85000,27.34800,501.28300,6.93600,113.79970,90.35990,98.95170,88.45010,84.86610,72.96130,93.23130,NaN,0.00000,93.00000,99.00000,101.00000,236.30000,288.00000,75.00000,72.00000,47.00000,66.00000,728.33400,938.65600,113.90000,1197.00000,1718.00000,3.80000,1.30000,1.40000,NaN
