Month,USCARTKSO,USCARTVSO,USCNEXPT,USCNFCONQ,USCNPSIT,USCNXFE.D,USCONDURD,USCONNDRD,USDAOPRXD,USDAPPRXD,USDCAMRXD,USDCLORXD,USDCOSRXD,USDCPPRXD,USDCPSRXD,USDDOLRXD,USDEAPRXD,USDFDHRXD,USDFFFRXD,USDFNRRXD,USDFULRXD,USDGARRXD,USDGASRXD,USDGDSRXD,USDGOERXD,USDIPERXD,USDJLYRXD,USDJRYRXD,USDLIQRXD,USDLUBRXD,USDLUGRXD,USDMAGRXD,USDMFLRXD,USDMHARXD,USDMLTRXD,USDMOTRXD,USDMVPRXD,USDNDCRXD,USDNEARXD,USDNEWRXD,USDNFCRXD,USDNMVRXD,USDNWTRXD,USDOILRXD,USDPERSID,USDPXERXD,USDPXFRXD,USDRBKRXD,USDRECRXD,USDREIRXD,USDSEARXD,USDTVSRXD,USDVAARXD,USDWINRXD,USDWTCRXD,USEM442.O,USEM448.O,USEM4521O,USEMIR..O,USHKART.G,USHKIR..G,USHKIR..O,USIM3EVPB,USIM4AHTB,USIM4HKAB,USIM4JEWB,USIM4TOTB,USINRDAUD,USINRDFFD,USINRDLBD,USINRET.D,USINRNASD,USINRNDSD,USINRNFSD,USINRNGMD,USINRNOMD,USINRNOND,USISSR..Q,USISSRBGQ,USISSRCAQ,USISSRDSQ,USISSRFBQ,USISSRFFQ,USISSRGMQ,USISSRMVQ,USISSROMQ,USISSRORQ,USJCUTCPP,USJCUTRTP,USMEMIRTH,USPCARRDO,USPCARRIO,USPCARRVE,USPCARVSE,USPERCOND,USRETADPD,USRETAUPD,USRETAUTD,USRETBMSD,USRETBPMD,USRETBWLD,USRETCLOD,USRETDPSD,USRETDSED,USRETEASD,USRETESMD,USRETFHED,USRETFHFD,USRETFLOD,USRETFSDD,USRETFSRD,USRETFUSD,USRETGAFD,USRETGRSD,USRETGSSD,USRETHFSD,USRETHPCD,USRETJLLD,USRETLEPD,USRETLGED,USRETMSRD,USRETNSRD,USRETOMDD,USRETOMRD,USRETORSD,USRETOSGD,USRETSFDD,USRETSFSD,USRETSHBD,USRETSHMD,USRETSHSD,USRETTCPD,USRETTOTD,USRETTOXD,USRETUMSD,USRETVMOD,USRETXMPD,USSRAM.AO,USSRAMDAO,USSRGAFME,USSRLV.AO,USSRLVDAO,USSRTDAUD,USSRTDGMD,USSRTDLBD,USSRTK.AO,USSRTKDAO,USSRTNASD,USSRTNDSD,USSRTNFSD,USSRTNOMD,USSRTXMPD,USTCBAEM,USTCBAEP,USTCBAEU,USTCBAEW,USTCBAIRQ,USTCBAPPQ,USTCBCPTQ,USTCBDRYQ,USTCBHEM,USTCBREFQ,USTCBRGEQ,USTCBTVSQ,USTCBVCCQ,USTCBWSHQ,USTKLSADO,USTKLSAWO,USTKSLADO,USUMBUYDH,USUMCNCUR,USUMCNSUR,USUMCONCH,USUMCONEH,USUMCONSH,USUMCONUH,USUMECO1H,USUMECO5H,USUMPFNCH,USUMPFNEH,USWHIR..O
199906,16.83900,17.34600,114.90000,139.00000,175.00000,6613.17600,708.06300,1798.73100,85958.00000,32196.00000,1290.00000,243916.00000,28832.00000,4006.00000,5557.00000,20787.00000,2702.00000,170588.00000,95964.00000,62649.00000,34858.00000,193983.00000,267904.00000,2467724.00000,308048.00000,9102.00000,44057.00000,48909.00000,16380.00000,7046.00000,11049.00000,42152.00000,274853.00000,28961.00000,51543.00000,350603.00000,52303.00000,62728.00000,95466.00000,62716.00000,32738.00000,193451.00000,98859.00000,30881.00000,8448.90000,7272994.00000,7104289.00000,24086.00000,23239.00000,76239.00000,3232.00000,2707.00000,28865.00000,18616.00000,4933.00000,524.70000,1305.50000,1714.30000,14964.00000,NaN,99.80000,30.90000,15298.09600,1802.72300,632.57000,690.02300,19985.55400,112326.00000,16792.00000,46189.00000,401008.00000,33349.00000,45849.00000,39764.00000,69295.00000,22569.00000,87289.00000,1.48800,2.38900,2.55800,2.35700,0.81500,1.72000,1.98300,1.65300,1.53200,1.10600,NaN,NaN,NaN,579.10000,140.50000,1316.80000,2.27400,7765.19600,1736.00000,6959.00000,57296.00000,16622.00000,2406.00000,2919.00000,8809.00000,19455.00000,6787.00000,3348.00000,8386.00000,9762.00000,6999.00000,690.00000,33838.00000,14821.00000,3843.00000,65800.00000,44454.00000,33627.00000,3156.00000,15709.00000,2273.00000,14375.00000,2688.00000,8709.00000,15631.00000,3695.00000,4998.00000,78915.00000,2511.00000,2903.00000,1440.00000,5932.00000,3639.00000,2023.00000,153899.00000,303361.00000,269580.00000,699.00000,892.00000,235081.00000,8.69000,7.01000,84.80000,16.91000,14.53000,67935.00000,34948.00000,19334.00000,8.22000,7.52000,13037.00000,19455.00000,48795.00000,14728.00000,201461.00000,0.50000,8.30000,3.30000,4.50000,2.00000,28.40000,5.50000,3.80000,1.00000,4.10000,2.70000,6.80000,5.40000,3.60000,7.49800,0.70500,624.90000,176.00000,121.40000,100.90000,118.90000,99.80000,107.30000,109.00000,147.00000,122.00000,133.00000,133.00000,NaN
199907,17.17100,17.68800,107.60000,136.20000,179.20000,6620.19000,706.47700,1792.12500,86604.00000,32996.00000,1280.00000,243026.00000,28907.00000,4134.00000,5416.00000,20482.00000,2711.00000,170323.00000,95152.00000,62133.00000,34301.00000,193843.00000,267792.00000,2459916.00000,307492.00000,9252.00000,44461.00000,49518.00000,16513.00000,6995.00000,11206.00000,41987.00000,274703.00000,29828.00000,51929.00000,344566.00000,52837.00000,60139.00000,94213.00000,62075.00000,34074.00000,189045.00000,95750.00000,30358.00000,8458.40000,7282641.00000,7115152.00000,24891.00000,23653.00000,76396.00000,3199.00000,2761.00000,29447.00000,18748.00000,5123.00000,526.90000,1313.90000,1716.00000,14995.10000,NaN,100.10000,30.90000,15337.15900,1832.29800,578.49300,658.65500,20578.50900,112930.00000,16977.00000,46430.00000,401860.00000,33059.00000,45837.00000,39941.00000,69468.00000,22764.00000,86930.00000,1.48500,2.40100,2.55200,2.36400,0.81500,1.72200,1.99500,1.64100,1.55200,1.10300,NaN,NaN,NaN,585.40000,147.50000,1297.70000,2.21700,7778.75000,1699.00000,6999.00000,58100.00000,16614.00000,2472.00000,2936.00000,8733.00000,19386.00000,6713.00000,3438.00000,8572.00000,9860.00000,6960.00000,709.00000,33690.00000,14659.00000,3823.00000,65531.00000,44696.00000,33640.00000,3136.00000,15653.00000,2319.00000,14394.00000,2702.00000,8587.00000,15798.00000,3722.00000,5058.00000,78809.00000,2399.00000,2938.00000,1403.00000,5876.00000,3539.00000,1973.00000,154434.00000,304227.00000,270550.00000,671.00000,907.00000,234973.00000,8.85000,7.08000,84.50000,17.25000,14.72000,68819.00000,34814.00000,19340.00000,8.39000,7.64000,12952.00000,19386.00000,49015.00000,14664.00000,201480.00000,1.60000,10.50000,4.60000,4.30000,3.20000,32.50000,7.70000,3.00000,1.30000,4.70000,3.90000,8.00000,5.50000,4.20000,7.61500,0.76200,634.60000,171.00000,116.90000,99.30000,116.50000,99.20000,106.00000,106.20000,147.00000,118.00000,132.00000,135.00000,NaN
199908,17.12100,17.64100,109.20000,136.00000,176.30000,6665.23200,713.10600,1806.30700,87155.00000,32283.00000,1307.00000,245013.00000,28784.00000,4352.00000,5512.00000,21218.00000,2750.00000,173908.00000,98035.00000,64066.00000,32894.00000,195268.00000,261241.00000,2480677.00000,299528.00000,9665.00000,44507.00000,49527.00000,16538.00000,6797.00000,11474.00000,41485.00000,267967.00000,29065.00000,52393.00000,345857.00000,52745.00000,63032.00000,95448.00000,62155.00000,32416.00000,191385.00000,96870.00000,29655.00000,8494.40000,7330963.00000,7154073.00000,23750.00000,23800.00000,78465.00000,3221.00000,2758.00000,29688.00000,18825.00000,5091.00000,528.90000,1315.10000,1714.50000,15017.70000,NaN,99.90000,30.80000,15140.37600,1820.93300,615.19300,665.24400,20530.13700,112450.00000,17035.00000,46481.00000,402082.00000,32995.00000,45819.00000,40186.00000,69756.00000,23087.00000,87159.00000,1.47500,2.37100,2.51500,2.36100,0.82100,1.70800,1.98500,1.60800,1.54000,1.10700,NaN,NaN,NaN,596.60000,141.50000,1283.90000,2.15200,7820.89400,1675.00000,6926.00000,59185.00000,16870.00000,2266.00000,2937.00000,8868.00000,19405.00000,6673.00000,3414.00000,8787.00000,9975.00000,7167.00000,710.00000,33842.00000,14811.00000,3925.00000,66255.00000,44605.00000,33111.00000,3243.00000,15598.00000,2335.00000,14407.00000,2707.00000,8743.00000,16011.00000,3774.00000,5007.00000,78770.00000,2514.00000,2947.00000,1402.00000,5848.00000,3666.00000,1984.00000,155747.00000,306496.00000,272649.00000,702.00000,911.00000,236057.00000,8.93000,7.24000,84.60000,17.19000,14.76000,69926.00000,35139.00000,19602.00000,8.26000,7.52000,13118.00000,19405.00000,48924.00000,14991.00000,202411.00000,1.10000,10.10000,3.90000,5.10000,3.40000,33.00000,6.30000,3.60000,1.10000,4.20000,3.30000,7.90000,6.60000,4.00000,7.51400,0.74900,626.20000,165.00000,114.50000,98.20000,114.10000,98.40000,104.50000,104.60000,140.00000,118.00000,132.00000,139.00000,NaN
199909,17.11600,17.66200,106.20000,134.20000,176.30000,6699.37000,717.77900,1816.80900,88152.00000,32620.00000,1318.00000,245036.00000,28805.00000,4518.00000,5636.00000,22057.00000,2813.00000,176615.00000,99865.00000,65507.00000,32657.00000,194849.00000,259633.00000,2495732.00000,297676.00000,9994.00000,44716.00000,49704.00000,16677.00000,6786.00000,11855.00000,41918.00000,266351.00000,29373.00000,52865.00000,343127.00000,53647.00000,59560.00000,91701.00000,62726.00000,32141.00000,191030.00000,100007.00000,28641.00000,8488.30000,7370161.00000,7186275.00000,24323.00000,24715.00000,80430.00000,3250.00000,2822.00000,30704.00000,19200.00000,5065.00000,530.00000,1313.20000,1711.70000,15033.70000,NaN,99.80000,30.70000,15401.22900,1933.25400,636.16200,683.07600,20498.59300,112954.00000,17112.00000,46464.00000,403325.00000,32746.00000,45691.00000,40440.00000,69863.00000,23339.00000,87726.00000,1.47900,2.36600,2.50200,2.33700,0.82400,1.68200,1.97000,1.63300,1.53900,1.11200,NaN,NaN,NaN,569.80000,142.70000,1289.00000,2.26200,7858.17500,1715.00000,7168.00000,58265.00000,16973.00000,2368.00000,2966.00000,8828.00000,19549.00000,6643.00000,3492.00000,8979.00000,10175.00000,7292.00000,726.00000,34013.00000,14923.00000,4006.00000,66957.00000,44694.00000,32435.00000,3285.00000,15722.00000,2345.00000,14498.00000,2642.00000,8774.00000,16181.00000,3791.00000,5073.00000,78859.00000,2522.00000,2875.00000,1417.00000,6021.00000,3749.00000,1987.00000,155752.00000,306696.00000,272705.00000,664.00000,889.00000,237098.00000,8.62000,6.92000,85.20000,17.19000,14.71000,69188.00000,35462.00000,19640.00000,8.57000,7.80000,13088.00000,19549.00000,49060.00000,15168.00000,203285.00000,1.50000,8.80000,3.10000,4.20000,3.20000,30.00000,6.30000,3.00000,1.20000,5.00000,3.00000,7.30000,5.00000,3.50000,7.77900,0.78700,648.20000,169.00000,116.80000,100.80000,115.90000,101.50000,107.20000,107.10000,150.00000,124.00000,132.00000,135.00000,NaN
199910,17.13900,17.68400,101.50000,130.50000,173.90000,6717.19000,712.18800,1818.78400,88512.00000,32752.00000,1327.00000,244413.00000,28723.00000,4618.00000,5549.00000,21870.00000,2832.00000,177313.00000,100153.00000,65687.00000,32278.00000,194413.00000,267117.00000,2490095.00000,305293.00000,10118.00000,46032.00000,51151.00000,16791.00000,7056.00000,11861.00000,42016.00000,274096.00000,29536.00000,52953.00000,330320.00000,53483.00000,59819.00000,98537.00000,63018.00000,38718.00000,192555.00000,95135.00000,28369.00000,8541.30000,7383538.00000,7207449.00000,24809.00000,24893.00000,80568.00000,3231.00000,2859.00000,31043.00000,19348.00000,5199.00000,531.20000,1323.10000,1714.80000,15076.90000,NaN,100.10000,30.70000,15107.94100,1953.45400,617.92500,712.93000,21179.85100,115046.00000,17211.00000,46812.00000,406245.00000,33002.00000,45317.00000,40475.00000,69501.00000,23367.00000,87973.00000,1.48800,2.30800,2.52000,2.33100,0.82800,1.67800,1.96500,1.67800,1.53800,1.10900,NaN,NaN,NaN,559.70000,172.40000,1327.50000,2.37200,7874.80400,1747.00000,7162.00000,57477.00000,17511.00000,2459.00000,2974.00000,8790.00000,19445.00000,6364.00000,3514.00000,9100.00000,10255.00000,7359.00000,706.00000,34579.00000,15183.00000,4029.00000,67029.00000,44479.00000,32897.00000,3330.00000,15873.00000,2420.00000,14758.00000,2750.00000,8843.00000,16067.00000,3974.00000,4995.00000,79295.00000,2566.00000,2889.00000,1425.00000,6000.00000,3662.00000,1967.00000,155756.00000,307413.00000,272943.00000,741.00000,862.00000,238563.00000,8.86000,6.79000,85.30000,17.22000,14.33000,68544.00000,35376.00000,20286.00000,8.36000,7.54000,13095.00000,19445.00000,48862.00000,15198.00000,204242.00000,1.30000,9.50000,3.40000,4.80000,2.00000,30.90000,5.30000,3.10000,1.60000,5.00000,3.70000,7.60000,5.50000,4.00000,7.52300,0.83000,627.00000,166.00000,115.20000,98.90000,112.70000,97.10000,103.20000,105.30000,140.00000,118.00000,127.00000,133.00000,NaN
199911,17.07200,17.62000,110.40000,137.00000,176.80000,6767.85500,716.47000,1828.17900,88548.00000,32476.00000,1361.00000,244674.00000,29063.00000,4669.00000,5631.00000,22034.00000,2846.00000,178418.00000,100859.00000,65996.00000,30970.00000,194824.00000,257532.00000,2503677.00000,294302.00000,10242.00000,46235.00000,51384.00000,16732.00000,6890.00000,12000.00000,42515.00000,264337.00000,29243.00000,52932.00000,333162.00000,53898.00000,60939.00000,96135.00000,63666.00000,35196.00000,189584.00000,94487.00000,27147.00000,8601.70000,7437922.00000,7240938.00000,24747.00000,24537.00000,81983.00000,3237.00000,2861.00000,30880.00000,19457.00000,5229.00000,531.90000,1326.00000,1697.60000,15088.00000,NaN,100.20000,30.70000,15412.86400,1980.05600,672.60600,698.68700,21396.05100,116436.00000,17259.00000,46974.00000,409506.00000,33320.00000,46066.00000,40510.00000,70549.00000,23646.00000,88148.00000,1.48100,2.27600,2.53600,2.38000,0.83000,1.69000,1.98600,1.65600,1.53000,1.09300,NaN,NaN,NaN,575.00000,159.50000,1343.70000,2.33700,7911.90700,1747.00000,7240.00000,59158.00000,17809.00000,2466.00000,2960.00000,8820.00000,19353.00000,6452.00000,3489.00000,8978.00000,10211.00000,7346.00000,721.00000,34729.00000,15120.00000,4008.00000,67282.00000,44380.00000,33832.00000,3339.00000,15948.00000,2437.00000,14829.00000,2806.00000,9291.00000,16016.00000,3970.00000,5424.00000,80646.00000,2664.00000,3032.00000,1460.00000,6016.00000,3671.00000,1966.00000,157294.00000,311116.00000,276450.00000,715.00000,879.00000,240352.00000,8.90000,6.99000,84.80000,17.14000,14.38000,70333.00000,35517.00000,20640.00000,8.24000,7.39000,13141.00000,19353.00000,48784.00000,15457.00000,205866.00000,1.30000,7.70000,3.00000,3.40000,2.50000,28.20000,4.90000,3.20000,0.50000,4.10000,3.10000,6.80000,5.40000,3.10000,7.39800,0.86000,616.50000,166.00000,118.20000,100.70000,116.80000,101.00000,107.20000,107.70000,146.00000,123.00000,138.00000,138.00000,NaN
199912,17.79300,18.32200,115.00000,141.70000,181.70000,6830.96500,734.30900,1878.53800,91879.00000,33135.00000,1435.00000,245880.00000,30220.00000,4802.00000,5847.00000,22590.00000,2969.00000,181505.00000,102362.00000,66873.00000,31181.00000,195121.00000,270143.00000,2570088.00000,307826.00000,10556.00000,48418.00000,53939.00000,17126.00000,7342.00000,12058.00000,43591.00000,277379.00000,29826.00000,55089.00000,339520.00000,53626.00000,63030.00000,98466.00000,65030.00000,35436.00000,200549.00000,102948.00000,27005.00000,8672.20000,7525411.00000,7319988.00000,25446.00000,25088.00000,84519.00000,3311.00000,2962.00000,31859.00000,20267.00000,5591.00000,537.20000,1316.50000,1728.20000,15149.70000,NaN,101.20000,30.90000,16204.25800,1992.10900,709.46600,733.24300,21619.65500,118360.00000,17515.00000,47460.00000,414082.00000,33933.00000,46142.00000,40670.00000,70889.00000,23921.00000,88804.00000,1.47200,2.28600,2.55400,2.36900,0.80400,1.68900,1.94000,1.68700,1.45700,1.07200,NaN,NaN,NaN,593.80000,154.00000,1346.50000,2.26800,8015.72200,1767.00000,7141.00000,59004.00000,17901.00000,2456.00000,2993.00000,8804.00000,19475.00000,6384.00000,3614.00000,9365.00000,10370.00000,7324.00000,703.00000,34584.00000,14757.00000,3999.00000,68605.00000,46096.00000,34425.00000,3325.00000,16599.00000,2595.00000,14846.00000,2831.00000,9674.00000,16419.00000,4039.00000,5891.00000,82845.00000,2644.00000,3214.00000,1501.00000,6106.00000,3762.00000,1991.00000,159879.00000,315902.00000,281262.00000,775.00000,911.00000,245463.00000,9.06000,7.22000,87.00000,17.87000,15.16000,70160.00000,36547.00000,20757.00000,8.81000,7.94000,13284.00000,19475.00000,50569.00000,16418.00000,210988.00000,0.90000,8.60000,3.90000,3.80000,1.90000,30.60000,6.60000,3.50000,1.20000,4.40000,2.80000,8.20000,6.00000,3.80000,7.94000,0.87900,661.70000,158.00000,110.40000,100.20000,112.20000,101.10000,105.40000,104.20000,150.00000,125.00000,133.00000,132.00000,NaN
200001,18.11400,18.63500,119.10000,144.70000,183.10000,6843.42100,750.16700,1807.26500,88939.00000,33461.00000,1318.00000,244484.00000,29548.00000,4980.00000,6061.00000,22473.00000,2886.00000,181541.00000,102431.00000,67199.00000,30898.00000,194119.00000,255573.00000,2528971.00000,292542.00000,10944.00000,46512.00000,51691.00000,16787.00000,7108.00000,12403.00000,41311.00000,262548.00000,30246.00000,53035.00000,356693.00000,53912.00000,67432.00000,102055.00000,62958.00000,34623.00000,204916.00000,103850.00000,26435.00000,8744.80000,7506937.00000,7324316.00000,24215.00000,25152.00000,83184.00000,3246.00000,3043.00000,32210.00000,19678.00000,5259.00000,536.80000,1311.70000,1742.80000,15181.40000,NaN,101.50000,30.90000,16732.09700,1948.94300,700.26400,726.14200,21721.99300,118633.00000,17357.00000,47503.00000,413248.00000,33336.00000,46185.00000,40600.00000,71188.00000,24187.00000,88150.00000,1.48400,2.23600,2.55100,2.37300,0.85000,1.63300,2.00300,1.64700,1.57400,1.09600,NaN,NaN,NaN,607.10000,168.50000,1310.10000,2.15800,7988.53200,1772.00000,7151.00000,60235.00000,18223.00000,2251.00000,2976.00000,8731.00000,19460.00000,6434.00000,3686.00000,9560.00000,10631.00000,7545.00000,778.00000,34824.00000,15051.00000,4110.00000,67690.00000,43305.00000,32671.00000,3436.00000,16045.00000,2437.00000,14880.00000,2993.00000,9322.00000,16688.00000,4654.00000,5374.00000,80452.00000,2682.00000,3120.00000,1484.00000,5894.00000,3721.00000,1988.00000,158353.00000,313232.00000,278446.00000,707.00000,926.00000,240658.00000,9.41000,7.58000,86.30000,18.32000,15.62000,72009.00000,35546.00000,21242.00000,8.90000,8.04000,13067.00000,19460.00000,47753.00000,15363.00000,206085.00000,1.40000,9.80000,4.20000,4.20000,2.30000,29.00000,7.00000,3.70000,1.10000,4.40000,3.10000,6.60000,5.10000,3.80000,7.96100,0.84700,663.40000,169.00000,117.00000,107.70000,117.30000,108.60000,112.00000,111.40000,165.00000,133.00000,135.00000,141.00000,NaN
200002,18.87900,19.40100,114.60000,140.80000,180.10000,6914.10300,770.52800,1820.94400,90338.00000,33863.00000,1317.00000,248795.00000,30006.00000,5113.00000,6069.00000,22772.00000,2916.00000,183822.00000,103864.00000,68308.00000,28139.00000,197920.00000,255809.00000,2566911.00000,290444.00000,11159.00000,46885.00000,52007.00000,16983.00000,7248.00000,12814.00000,42735.00000,262897.00000,30644.00000,53790.00000,373030.00000,53757.00000,69566.00000,104701.00000,64124.00000,35136.00000,211095.00000,107387.00000,22967.00000,8778.70000,7585660.00000,7392995.00000,25443.00000,25642.00000,83530.00000,3257.00000,3126.00000,33129.00000,20124.00000,5214.00000,538.70000,1320.80000,1737.60000,15196.80000,NaN,100.80000,30.70000,16092.16700,2053.09200,701.66500,730.71000,22026.88700,117957.00000,17582.00000,47717.00000,414239.00000,34040.00000,46322.00000,40632.00000,71478.00000,24342.00000,88413.00000,1.47300,2.29900,2.55600,2.38100,0.84500,1.63600,1.98400,1.60500,1.53300,1.09100,NaN,NaN,NaN,625.30000,171.90000,1246.40000,1.99300,8065.25100,1801.00000,7030.00000,62146.00000,17841.00000,2470.00000,3008.00000,8930.00000,19456.00000,6250.00000,3750.00000,9624.00000,10746.00000,7583.00000,712.00000,35141.00000,15312.00000,4148.00000,68734.00000,43627.00000,33061.00000,3435.00000,16013.00000,2479.00000,14891.00000,2892.00000,9317.00000,16599.00000,4263.00000,5443.00000,81016.00000,2637.00000,3132.00000,1490.00000,6178.00000,3817.00000,1994.00000,160015.00000,316396.00000,281288.00000,764.00000,927.00000,242232.00000,9.59000,7.56000,86.70000,18.91000,16.03000,73508.00000,36021.00000,20758.00000,9.32000,8.47000,13318.00000,19456.00000,48114.00000,15875.00000,207359.00000,1.50000,9.80000,4.30000,4.00000,2.30000,30.20000,5.90000,3.70000,1.00000,4.30000,3.10000,6.90000,6.00000,3.90000,8.44300,0.87000,703.60000,172.00000,117.00000,107.50000,116.80000,107.80000,111.30000,111.20000,161.00000,136.00000,132.00000,138.00000,NaN
200003,17.82200,18.34300,106.80000,137.10000,182.50000,6959.67900,762.97200,1848.89400,91886.00000,34020.00000,1344.00000,253664.00000,29997.00000,5300.00000,6260.00000,23114.00000,2964.00000,185375.00000,104657.00000,68453.00000,26644.00000,202020.00000,256520.00000,2581423.00000,289963.00000,11554.00000,46595.00000,51615.00000,17224.00000,7335.00000,12561.00000,42920.00000,263680.00000,30726.00000,54707.00000,358444.00000,54309.00000,67647.00000,101037.00000,65165.00000,33390.00000,203990.00000,103904.00000,22720.00000,8800.60000,7639965.00000,7429794.00000,25756.00000,25983.00000,83361.00000,3320.00000,3168.00000,33703.00000,20522.00000,5119.00000,540.80000,1319.30000,1738.70000,15220.30000,NaN,101.00000,30.70000,16494.45800,2112.63100,710.55200,721.91600,22881.33200,118862.00000,17940.00000,47607.00000,416280.00000,34537.00000,45828.00000,40645.00000,70997.00000,24376.00000,89067.00000,1.47600,2.19400,2.54000,2.34900,0.83500,1.67200,1.94200,1.63800,1.48900,1.10800,NaN,NaN,NaN,583.60000,164.00000,1245.20000,2.13400,8110.79500,1894.00000,7172.00000,60918.00000,18657.00000,2467.00000,3041.00000,9222.00000,19513.00000,6076.00000,3747.00000,9989.00000,10733.00000,7569.00000,679.00000,35754.00000,15622.00000,4137.00000,69675.00000,44176.00000,31505.00000,3433.00000,16217.00000,2430.00000,15014.00000,3014.00000,9317.00000,16852.00000,4463.00000,5365.00000,80382.00000,2715.00000,3217.00000,1476.00000,6293.00000,3925.00000,2016.00000,160944.00000,317678.00000,282043.00000,752.00000,943.00000,244611.00000,9.04000,7.07000,86.80000,17.98000,15.20000,72551.00000,36550.00000,21697.00000,8.94000,8.14000,13599.00000,19513.00000,48681.00000,16374.00000,209172.00000,0.70000,8.50000,3.40000,4.40000,2.10000,31.60000,6.30000,4.50000,1.20000,4.40000,3.00000,7.70000,5.80000,4.10000,8.03700,0.81400,669.80000,165.00000,115.70000,102.60000,115.40000,101.70000,107.10000,107.70000,146.00000,128.00000,135.00000,136.00000,NaN
200004,17.44200,17.93900,109.70000,137.70000,179.80000,6936.63100,745.33000,1857.20800,90934.00000,33850.00000,1354.00000,253136.00000,29737.00000,5538.00000,6301.00000,23542.00000,2988.00000,185881.00000,105508.00000,70013.00000,29426.00000,201996.00000,258900.00000,2566064.00000,294887.00000,11955.00000,47076.00000,52134.00000,17105.00000,7521.00000,12428.00000,43131.00000,266217.00000,30557.00000,53763.00000,336444.00000,52952.00000,65158.00000,99077.00000,65375.00000,33919.00000,198286.00000,100192.00000,25313.00000,8836.90000,7617520.00000,7419897.00000,26203.00000,26428.00000,82529.00000,3315.00000,3240.00000,34358.00000,20590.00000,5160.00000,542.20000,1321.80000,1770.10000,15298.40000,NaN,101.30000,30.60000,16409.02900,2123.72800,736.65900,740.30700,23199.61300,120922.00000,17920.00000,48025.00000,418669.00000,34845.00000,45795.00000,40609.00000,71057.00000,24474.00000,88477.00000,1.50400,2.34200,2.55700,2.34600,0.82600,1.64100,1.95700,1.73500,1.52000,1.09700,NaN,NaN,NaN,572.90000,169.10000,1261.50000,2.20200,8101.60600,1823.00000,6973.00000,58677.00000,17912.00000,2575.00000,2992.00000,9224.00000,19520.00000,6145.00000,3816.00000,10227.00000,10922.00000,7697.00000,675.00000,35474.00000,15534.00000,4258.00000,69795.00000,44637.00000,31378.00000,3438.00000,16379.00000,2474.00000,15014.00000,2576.00000,9143.00000,17187.00000,4057.00000,5071.00000,80621.00000,2735.00000,3099.00000,1547.00000,6326.00000,3873.00000,2003.00000,158571.00000,313758.00000,278430.00000,779.00000,963.00000,243762.00000,8.99000,6.97000,88.00000,17.62000,14.74000,69705.00000,36304.00000,20507.00000,8.63000,7.77000,13628.00000,19520.00000,49159.00000,16103.00000,208575.00000,1.00000,8.30000,3.00000,4.30000,2.50000,29.70000,5.50000,3.60000,0.60000,4.40000,3.80000,7.30000,5.00000,3.10000,7.68000,0.85900,640.00000,176.00000,117.90000,105.20000,117.80000,103.70000,109.20000,110.20000,152.00000,130.00000,130.00000,137.00000,NaN
200005,17.46700,17.94300,118.70000,144.70000,183.60000,6966.14600,750.52500,1865.05400,92087.00000,34967.00000,1353.00000,255975.00000,30055.00000,5432.00000,6255.00000,23554.00000,3057.00000,188016.00000,106819.00000,70662.00000,30474.00000,204384.00000,262455.00000,2579480.00000,299539.00000,11766.00000,48718.00000,54048.00000,17368.00000,7652.00000,13387.00000,43524.00000,269896.00000,31641.00000,54325.00000,340191.00000,53327.00000,66433.00000,100271.00000,65337.00000,33838.00000,198835.00000,99611.00000,26784.00000,8869.80000,7644749.00000,7459585.00000,26171.00000,25765.00000,82635.00000,3365.00000,3247.00000,33275.00000,20914.00000,5424.00000,541.70000,1318.20000,1738.00000,15253.00000,NaN,101.20000,30.70000,15946.32600,2138.54600,713.20600,737.46000,23274.06300,122401.00000,18055.00000,48070.00000,422915.00000,35476.00000,45961.00000,40755.00000,71389.00000,24640.00000,89907.00000,1.51500,2.32800,2.55300,2.33400,0.83900,1.66600,1.94200,1.76100,1.50300,1.10400,NaN,NaN,NaN,570.40000,169.40000,1262.90000,2.21400,8138.97000,1814.00000,7051.00000,58325.00000,18126.00000,2546.00000,3071.00000,9381.00000,19688.00000,6700.00000,3753.00000,9880.00000,10838.00000,7702.00000,699.00000,35362.00000,15324.00000,4252.00000,70268.00000,44024.00000,32441.00000,3450.00000,16473.00000,2596.00000,15025.00000,2501.00000,8864.00000,17288.00000,4147.00000,4891.00000,81416.00000,2624.00000,3196.00000,1500.00000,6391.00000,3955.00000,1999.00000,158539.00000,314448.00000,279198.00000,765.00000,966.00000,244713.00000,8.89000,6.88000,87.60000,17.48000,14.62000,69490.00000,36756.00000,20645.00000,8.59000,7.73000,13894.00000,19688.00000,48584.00000,16391.00000,209600.00000,1.70000,10.10000,4.10000,4.30000,2.50000,32.60000,6.80000,4.00000,0.90000,4.40000,3.40000,7.90000,6.40000,4.00000,7.72600,0.86400,643.80000,173.00000,120.60000,104.70000,119.90000,104.80000,110.70000,110.90000,153.00000,133.00000,138.00000,137.00000,NaN
